sampleid	diet	vendor	location	experiment	mouse_id	colony_count	Genus	rel_abund
CDD02.CR.LFLF.5.Blood	LF/LF	charles_river	blood	CDD02	CDD02.CR.LFLF.5	1000	uncultured	3e-6
CDD02.CR.LFLF.5.Blood	LF/LF	charles_river	blood	CDD02	CDD02.CR.LFLF.5	1000	NA	1.7000000000000003e-5
CDD02.CR.LFLF.5.Liver	LF/LF	charles_river	liver	CDD02	CDD02.CR.LFLF.5	32	Acinetobacter	1e-6
CDD02.CR.LFLF.5.Liver	LF/LF	charles_river	liver	CDD02	CDD02.CR.LFLF.5	32	Aerococcus	1e-6
CDD02.CR.LFLF.5.Liver	LF/LF	charles_river	liver	CDD02	CDD02.CR.LFLF.5	32	Akkermansia	1e-6
CDD02.CR.LFLF.5.Liver	LF/LF	charles_river	liver	CDD02	CDD02.CR.LFLF.5	32	Arthrobacter	1e-6
CDD02.CR.LFLF.5.Liver	LF/LF	charles_river	liver	CDD02	CDD02.CR.LFLF.5	32	Bacillus	4.9999999999999996e-6
CDD02.CR.LFLF.5.Liver	LF/LF	charles_river	liver	CDD02	CDD02.CR.LFLF.5	32	Bacteroides	3e-6
CDD02.CR.LFLF.5.Liver	LF/LF	charles_river	liver	CDD02	CDD02.CR.LFLF.5	32	Bifidobacterium	1e-6
CDD02.CR.LFLF.5.Liver	LF/LF	charles_river	liver	CDD02	CDD02.CR.LFLF.5	32	Blautia	1e-6
CDD02.CR.LFLF.5.Liver	LF/LF	charles_river	liver	CDD02	CDD02.CR.LFLF.5	32	Brachybacterium	1e-6
CDD02.CR.LFLF.5.Liver	LF/LF	charles_river	liver	CDD02	CDD02.CR.LFLF.5	32	Brevibacterium	1e-6
CDD02.CR.LFLF.5.Liver	LF/LF	charles_river	liver	CDD02	CDD02.CR.LFLF.5	32	Chryseobacterium	2e-6
CDD02.CR.LFLF.5.Liver	LF/LF	charles_river	liver	CDD02	CDD02.CR.LFLF.5	32	Clostridia_UCG-014	1e-6
CDD02.CR.LFLF.5.Liver	LF/LF	charles_river	liver	CDD02	CDD02.CR.LFLF.5	32	Clostridia_vadinBB60_group	1e-6
CDD02.CR.LFLF.5.Liver	LF/LF	charles_river	liver	CDD02	CDD02.CR.LFLF.5	32	Corynebacterium	3e-6
CDD02.CR.LFLF.5.Liver	LF/LF	charles_river	liver	CDD02	CDD02.CR.LFLF.5	32	Cutibacterium	1e-6
CDD02.CR.LFLF.5.Liver	LF/LF	charles_river	liver	CDD02	CDD02.CR.LFLF.5	32	Dietzia	2e-6
CDD02.CR.LFLF.5.Liver	LF/LF	charles_river	liver	CDD02	CDD02.CR.LFLF.5	32	Dorea	1e-6
CDD02.CR.LFLF.5.Liver	LF/LF	charles_river	liver	CDD02	CDD02.CR.LFLF.5	32	Dubosiella	1e-6
CDD02.CR.LFLF.5.Liver	LF/LF	charles_river	liver	CDD02	CDD02.CR.LFLF.5	32	Dysgonomonas	1e-6
CDD02.CR.LFLF.5.Liver	LF/LF	charles_river	liver	CDD02	CDD02.CR.LFLF.5	32	Empedobacter	1e-6
CDD02.CR.LFLF.5.Liver	LF/LF	charles_river	liver	CDD02	CDD02.CR.LFLF.5	32	Enterococcus	0.20856417476095807
CDD02.CR.LFLF.5.Liver	LF/LF	charles_river	liver	CDD02	CDD02.CR.LFLF.5	32	Erysipelatoclostridium	1e-6
CDD02.CR.LFLF.5.Liver	LF/LF	charles_river	liver	CDD02	CDD02.CR.LFLF.5	32	Escherichia-Shigella	0.7912375510745053
CDD02.CR.LFLF.5.Liver	LF/LF	charles_river	liver	CDD02	CDD02.CR.LFLF.5	32	Facklamia	1e-6
CDD02.CR.LFLF.5.Liver	LF/LF	charles_river	liver	CDD02	CDD02.CR.LFLF.5	32	Flavobacterium	1e-6
CDD02.CR.LFLF.5.Liver	LF/LF	charles_river	liver	CDD02	CDD02.CR.LFLF.5	32	Fusicatenibacter	1e-6
CDD02.CR.LFLF.5.Liver	LF/LF	charles_river	liver	CDD02	CDD02.CR.LFLF.5	32	Gemella	2e-6
CDD02.CR.LFLF.5.Liver	LF/LF	charles_river	liver	CDD02	CDD02.CR.LFLF.5	32	Kocuria	1e-6
CDD02.CR.LFLF.5.Liver	LF/LF	charles_river	liver	CDD02	CDD02.CR.LFLF.5	32	Kytococcus	1e-6
CDD02.CR.LFLF.5.Liver	LF/LF	charles_river	liver	CDD02	CDD02.CR.LFLF.5	32	Lactobacillus	6.999999999999999e-6
CDD02.CR.LFLF.5.Liver	LF/LF	charles_river	liver	CDD02	CDD02.CR.LFLF.5	32	Lawsonella	1e-6
CDD02.CR.LFLF.5.Liver	LF/LF	charles_river	liver	CDD02	CDD02.CR.LFLF.5	32	Leptotrichia	1e-6
CDD02.CR.LFLF.5.Liver	LF/LF	charles_river	liver	CDD02	CDD02.CR.LFLF.5	32	Microbacterium	1e-6
CDD02.CR.LFLF.5.Liver	LF/LF	charles_river	liver	CDD02	CDD02.CR.LFLF.5	32	Micrococcus	1e-6
CDD02.CR.LFLF.5.Liver	LF/LF	charles_river	liver	CDD02	CDD02.CR.LFLF.5	32	Modestobacter	1e-6
CDD02.CR.LFLF.5.Liver	LF/LF	charles_river	liver	CDD02	CDD02.CR.LFLF.5	32	Mucispirillum	1e-6
CDD02.CR.LFLF.5.Liver	LF/LF	charles_river	liver	CDD02	CDD02.CR.LFLF.5	32	Muribaculaceae	2e-6
CDD02.CR.LFLF.5.Liver	LF/LF	charles_river	liver	CDD02	CDD02.CR.LFLF.5	32	Oceanobacillus	1e-6
CDD02.CR.LFLF.5.Liver	LF/LF	charles_river	liver	CDD02	CDD02.CR.LFLF.5	32	Proteus	3e-6
CDD02.CR.LFLF.5.Liver	LF/LF	charles_river	liver	CDD02	CDD02.CR.LFLF.5	32	RF39	1e-6
CDD02.CR.LFLF.5.Liver	LF/LF	charles_river	liver	CDD02	CDD02.CR.LFLF.5	32	Rhodococcus	1e-6
CDD02.CR.LFLF.5.Liver	LF/LF	charles_river	liver	CDD02	CDD02.CR.LFLF.5	32	Sphingomonas	1e-6
CDD02.CR.LFLF.5.Liver	LF/LF	charles_river	liver	CDD02	CDD02.CR.LFLF.5	32	Staphylococcus	1e-6
CDD02.CR.LFLF.5.Liver	LF/LF	charles_river	liver	CDD02	CDD02.CR.LFLF.5	32	Stenotrophomonas	1e-6
CDD02.CR.LFLF.5.Liver	LF/LF	charles_river	liver	CDD02	CDD02.CR.LFLF.5	32	Streptococcus	1e-6
CDD02.CR.LFLF.5.Liver	LF/LF	charles_river	liver	CDD02	CDD02.CR.LFLF.5	32	Tissierella	3e-6
CDD02.CR.LFLF.5.Liver	LF/LF	charles_river	liver	CDD02	CDD02.CR.LFLF.5	32	Turicibacter	1e-6
CDD02.CR.LFLF.5.Liver	LF/LF	charles_river	liver	CDD02	CDD02.CR.LFLF.5	32	[Eubacterium]_coprostanoligenes_group	2e-6
CDD02.CR.LFLF.5.Liver	LF/LF	charles_river	liver	CDD02	CDD02.CR.LFLF.5	32	[Eubacterium]_fissicatena_group	1e-6
CDD02.CR.LFLF.5.Liver	LF/LF	charles_river	liver	CDD02	CDD02.CR.LFLF.5	32	[Eubacterium]_ventriosum_group	1e-6
CDD02.CR.LFLF.5.Liver	LF/LF	charles_river	liver	CDD02	CDD02.CR.LFLF.5	32	[Eubacterium]_xylanophilum_group	1e-6
CDD02.CR.LFLF.5.Liver	LF/LF	charles_river	liver	CDD02	CDD02.CR.LFLF.5	32	[Ruminococcus]_gauvreauii_group	1e-6
CDD02.CR.LFLF.5.Liver	LF/LF	charles_river	liver	CDD02	CDD02.CR.LFLF.5	32	uncultured	3e-6
CDD02.CR.LFLF.5.Liver	LF/LF	charles_river	liver	CDD02	CDD02.CR.LFLF.5	32	NA	2.2527416453658997e-4
CDD02.CR.LFLF.5.Spleen	LF/LF	charles_river	spleen	CDD02	CDD02.CR.LFLF.5	1	Acinetobacter	1e-6
CDD02.CR.LFLF.5.Spleen	LF/LF	charles_river	spleen	CDD02	CDD02.CR.LFLF.5	1	Aerococcus	1e-6
CDD02.CR.LFLF.5.Spleen	LF/LF	charles_river	spleen	CDD02	CDD02.CR.LFLF.5	1	Akkermansia	1e-6
CDD02.CR.LFLF.5.Spleen	LF/LF	charles_river	spleen	CDD02	CDD02.CR.LFLF.5	1	Arthrobacter	1e-6
CDD02.CR.LFLF.5.Spleen	LF/LF	charles_river	spleen	CDD02	CDD02.CR.LFLF.5	1	Bacillus	4.9999999999999996e-6
CDD02.CR.LFLF.5.Spleen	LF/LF	charles_river	spleen	CDD02	CDD02.CR.LFLF.5	1	Bacteroides	3e-6
CDD02.CR.LFLF.5.Spleen	LF/LF	charles_river	spleen	CDD02	CDD02.CR.LFLF.5	1	Bifidobacterium	1e-6
CDD02.CR.LFLF.5.Spleen	LF/LF	charles_river	spleen	CDD02	CDD02.CR.LFLF.5	1	Blautia	1e-6
CDD02.CR.LFLF.5.Spleen	LF/LF	charles_river	spleen	CDD02	CDD02.CR.LFLF.5	1	Brachybacterium	1e-6
CDD02.CR.LFLF.5.Spleen	LF/LF	charles_river	spleen	CDD02	CDD02.CR.LFLF.5	1	Brevibacterium	1e-6
CDD02.CR.LFLF.5.Spleen	LF/LF	charles_river	spleen	CDD02	CDD02.CR.LFLF.5	1	Chryseobacterium	2e-6
CDD02.CR.LFLF.5.Spleen	LF/LF	charles_river	spleen	CDD02	CDD02.CR.LFLF.5	1	Clostridia_UCG-014	1e-6
CDD02.CR.LFLF.5.Spleen	LF/LF	charles_river	spleen	CDD02	CDD02.CR.LFLF.5	1	Clostridia_vadinBB60_group	1e-6
CDD02.CR.LFLF.5.Spleen	LF/LF	charles_river	spleen	CDD02	CDD02.CR.LFLF.5	1	Corynebacterium	3e-6
CDD02.CR.LFLF.5.Spleen	LF/LF	charles_river	spleen	CDD02	CDD02.CR.LFLF.5	1	Cutibacterium	1e-6
CDD02.CR.LFLF.5.Spleen	LF/LF	charles_river	spleen	CDD02	CDD02.CR.LFLF.5	1	Dietzia	2e-6
CDD02.CR.LFLF.5.Spleen	LF/LF	charles_river	spleen	CDD02	CDD02.CR.LFLF.5	1	Dorea	1e-6
CDD02.CR.LFLF.5.Spleen	LF/LF	charles_river	spleen	CDD02	CDD02.CR.LFLF.5	1	Dubosiella	1e-6
CDD02.CR.LFLF.5.Spleen	LF/LF	charles_river	spleen	CDD02	CDD02.CR.LFLF.5	1	Dysgonomonas	1e-6
CDD02.CR.LFLF.5.Spleen	LF/LF	charles_river	spleen	CDD02	CDD02.CR.LFLF.5	1	Empedobacter	1e-6
CDD02.CR.LFLF.5.Spleen	LF/LF	charles_river	spleen	CDD02	CDD02.CR.LFLF.5	1	Enterococcus	2.703676472748103e-4
CDD02.CR.LFLF.5.Spleen	LF/LF	charles_river	spleen	CDD02	CDD02.CR.LFLF.5	1	Erysipelatoclostridium	1e-6
CDD02.CR.LFLF.5.Spleen	LF/LF	charles_river	spleen	CDD02	CDD02.CR.LFLF.5	1	Escherichia-Shigella	0.9986381004890802
CDD02.CR.LFLF.5.Spleen	LF/LF	charles_river	spleen	CDD02	CDD02.CR.LFLF.5	1	Facklamia	1e-6
CDD02.CR.LFLF.5.Spleen	LF/LF	charles_river	spleen	CDD02	CDD02.CR.LFLF.5	1	Flavobacterium	1e-6
CDD02.CR.LFLF.5.Spleen	LF/LF	charles_river	spleen	CDD02	CDD02.CR.LFLF.5	1	Fusicatenibacter	1e-6
CDD02.CR.LFLF.5.Spleen	LF/LF	charles_river	spleen	CDD02	CDD02.CR.LFLF.5	1	Gemella	2e-6
CDD02.CR.LFLF.5.Spleen	LF/LF	charles_river	spleen	CDD02	CDD02.CR.LFLF.5	1	Kocuria	1e-6
CDD02.CR.LFLF.5.Spleen	LF/LF	charles_river	spleen	CDD02	CDD02.CR.LFLF.5	1	Kytococcus	1e-6
CDD02.CR.LFLF.5.Spleen	LF/LF	charles_river	spleen	CDD02	CDD02.CR.LFLF.5	1	Lactobacillus	6.999999999999999e-6
CDD02.CR.LFLF.5.Spleen	LF/LF	charles_river	spleen	CDD02	CDD02.CR.LFLF.5	1	Lawsonella	1e-6
CDD02.CR.LFLF.5.Spleen	LF/LF	charles_river	spleen	CDD02	CDD02.CR.LFLF.5	1	Leptotrichia	1e-6
CDD02.CR.LFLF.5.Spleen	LF/LF	charles_river	spleen	CDD02	CDD02.CR.LFLF.5	1	Microbacterium	1e-6
CDD02.CR.LFLF.5.Spleen	LF/LF	charles_river	spleen	CDD02	CDD02.CR.LFLF.5	1	Micrococcus	1e-6
CDD02.CR.LFLF.5.Spleen	LF/LF	charles_river	spleen	CDD02	CDD02.CR.LFLF.5	1	Modestobacter	1e-6
CDD02.CR.LFLF.5.Spleen	LF/LF	charles_river	spleen	CDD02	CDD02.CR.LFLF.5	1	Mucispirillum	1e-6
CDD02.CR.LFLF.5.Spleen	LF/LF	charles_river	spleen	CDD02	CDD02.CR.LFLF.5	1	Muribaculaceae	2e-6
CDD02.CR.LFLF.5.Spleen	LF/LF	charles_river	spleen	CDD02	CDD02.CR.LFLF.5	1	Oceanobacillus	1e-6
CDD02.CR.LFLF.5.Spleen	LF/LF	charles_river	spleen	CDD02	CDD02.CR.LFLF.5	1	Proteus	0.0011045318636450422
CDD02.CR.LFLF.5.Spleen	LF/LF	charles_river	spleen	CDD02	CDD02.CR.LFLF.5	1	RF39	1e-6
CDD02.CR.LFLF.5.Spleen	LF/LF	charles_river	spleen	CDD02	CDD02.CR.LFLF.5	1	Rhodococcus	1e-6
CDD02.CR.LFLF.5.Spleen	LF/LF	charles_river	spleen	CDD02	CDD02.CR.LFLF.5	1	Sphingomonas	1e-6
CDD02.CR.LFLF.5.Spleen	LF/LF	charles_river	spleen	CDD02	CDD02.CR.LFLF.5	1	Staphylococcus	1e-6
CDD02.CR.LFLF.5.Spleen	LF/LF	charles_river	spleen	CDD02	CDD02.CR.LFLF.5	1	Stenotrophomonas	1e-6
CDD02.CR.LFLF.5.Spleen	LF/LF	charles_river	spleen	CDD02	CDD02.CR.LFLF.5	1	Streptococcus	1e-6
CDD02.CR.LFLF.5.Spleen	LF/LF	charles_river	spleen	CDD02	CDD02.CR.LFLF.5	1	Tissierella	3e-6
CDD02.CR.LFLF.5.Spleen	LF/LF	charles_river	spleen	CDD02	CDD02.CR.LFLF.5	1	Turicibacter	1e-6
CDD02.CR.LFLF.5.Spleen	LF/LF	charles_river	spleen	CDD02	CDD02.CR.LFLF.5	1	[Eubacterium]_coprostanoligenes_group	2e-6
CDD02.CR.LFLF.5.Spleen	LF/LF	charles_river	spleen	CDD02	CDD02.CR.LFLF.5	1	[Eubacterium]_fissicatena_group	1e-6
CDD02.CR.LFLF.5.Spleen	LF/LF	charles_river	spleen	CDD02	CDD02.CR.LFLF.5	1	[Eubacterium]_ventriosum_group	1e-6
CDD02.CR.LFLF.5.Spleen	LF/LF	charles_river	spleen	CDD02	CDD02.CR.LFLF.5	1	[Eubacterium]_xylanophilum_group	1e-6
CDD02.CR.LFLF.5.Spleen	LF/LF	charles_river	spleen	CDD02	CDD02.CR.LFLF.5	1	[Ruminococcus]_gauvreauii_group	1e-6
CDD02.CR.LFLF.5.Spleen	LF/LF	charles_river	spleen	CDD02	CDD02.CR.LFLF.5	1	uncultured	3e-6
CDD02.CR.LFLF.5.Spleen	LF/LF	charles_river	spleen	CDD02	CDD02.CR.LFLF.5	1	NA	1.7000000000000003e-5
CDD02.Tc.HFHF.2.Liver	HF/HF	taconic	liver	CDD02	CDD02.Tc.HFHF.2	1	Acinetobacter	1e-6
CDD02.Tc.HFHF.2.Liver	HF/HF	taconic	liver	CDD02	CDD02.Tc.HFHF.2	1	Aerococcus	1e-6
CDD02.Tc.HFHF.2.Liver	HF/HF	taconic	liver	CDD02	CDD02.Tc.HFHF.2	1	Akkermansia	1e-6
CDD02.Tc.HFHF.2.Liver	HF/HF	taconic	liver	CDD02	CDD02.Tc.HFHF.2	1	Arthrobacter	1e-6
CDD02.Tc.HFHF.2.Liver	HF/HF	taconic	liver	CDD02	CDD02.Tc.HFHF.2	1	Bacillus	4.9999999999999996e-6
CDD02.Tc.HFHF.2.Liver	HF/HF	taconic	liver	CDD02	CDD02.Tc.HFHF.2	1	Bacteroides	3e-6
CDD02.Tc.HFHF.2.Liver	HF/HF	taconic	liver	CDD02	CDD02.Tc.HFHF.2	1	Bifidobacterium	1e-6
CDD02.Tc.HFHF.2.Liver	HF/HF	taconic	liver	CDD02	CDD02.Tc.HFHF.2	1	Blautia	1e-6
CDD02.Tc.HFHF.2.Liver	HF/HF	taconic	liver	CDD02	CDD02.Tc.HFHF.2	1	Brachybacterium	1e-6
CDD02.Tc.HFHF.2.Liver	HF/HF	taconic	liver	CDD02	CDD02.Tc.HFHF.2	1	Brevibacterium	1e-6
CDD02.Tc.HFHF.2.Liver	HF/HF	taconic	liver	CDD02	CDD02.Tc.HFHF.2	1	Chryseobacterium	2e-6
CDD02.Tc.HFHF.2.Liver	HF/HF	taconic	liver	CDD02	CDD02.Tc.HFHF.2	1	Clostridia_UCG-014	1e-6
CDD02.Tc.HFHF.2.Liver	HF/HF	taconic	liver	CDD02	CDD02.Tc.HFHF.2	1	Clostridia_vadinBB60_group	1e-6
CDD02.Tc.HFHF.2.Liver	HF/HF	taconic	liver	CDD02	CDD02.Tc.HFHF.2	1	Corynebacterium	3e-6
CDD02.Tc.HFHF.2.Liver	HF/HF	taconic	liver	CDD02	CDD02.Tc.HFHF.2	1	Cutibacterium	1e-6
CDD02.Tc.HFHF.2.Liver	HF/HF	taconic	liver	CDD02	CDD02.Tc.HFHF.2	1	Dietzia	2e-6
CDD02.Tc.HFHF.2.Liver	HF/HF	taconic	liver	CDD02	CDD02.Tc.HFHF.2	1	Dorea	1e-6
CDD02.Tc.HFHF.2.Liver	HF/HF	taconic	liver	CDD02	CDD02.Tc.HFHF.2	1	Dubosiella	1e-6
CDD02.Tc.HFHF.2.Liver	HF/HF	taconic	liver	CDD02	CDD02.Tc.HFHF.2	1	Dysgonomonas	1e-6
CDD02.Tc.HFHF.2.Liver	HF/HF	taconic	liver	CDD02	CDD02.Tc.HFHF.2	1	Empedobacter	1e-6
CDD02.Tc.HFHF.2.Liver	HF/HF	taconic	liver	CDD02	CDD02.Tc.HFHF.2	1	Enterococcus	0.00127417080557238
CDD02.Tc.HFHF.2.Liver	HF/HF	taconic	liver	CDD02	CDD02.Tc.HFHF.2	1	Erysipelatoclostridium	1e-6
CDD02.Tc.HFHF.2.Liver	HF/HF	taconic	liver	CDD02	CDD02.Tc.HFHF.2	1	Escherichia-Shigella	0.031916477286493036
CDD02.Tc.HFHF.2.Liver	HF/HF	taconic	liver	CDD02	CDD02.Tc.HFHF.2	1	Facklamia	1e-6
CDD02.Tc.HFHF.2.Liver	HF/HF	taconic	liver	CDD02	CDD02.Tc.HFHF.2	1	Flavobacterium	1e-6
CDD02.Tc.HFHF.2.Liver	HF/HF	taconic	liver	CDD02	CDD02.Tc.HFHF.2	1	Fusicatenibacter	1e-6
CDD02.Tc.HFHF.2.Liver	HF/HF	taconic	liver	CDD02	CDD02.Tc.HFHF.2	1	Gemella	0.9659885233192005
CDD02.Tc.HFHF.2.Liver	HF/HF	taconic	liver	CDD02	CDD02.Tc.HFHF.2	1	Kocuria	1e-6
CDD02.Tc.HFHF.2.Liver	HF/HF	taconic	liver	CDD02	CDD02.Tc.HFHF.2	1	Kytococcus	1e-6
CDD02.Tc.HFHF.2.Liver	HF/HF	taconic	liver	CDD02	CDD02.Tc.HFHF.2	1	Lactobacillus	6.999999999999999e-6
CDD02.Tc.HFHF.2.Liver	HF/HF	taconic	liver	CDD02	CDD02.Tc.HFHF.2	1	Lawsonella	1e-6
CDD02.Tc.HFHF.2.Liver	HF/HF	taconic	liver	CDD02	CDD02.Tc.HFHF.2	1	Leptotrichia	1e-6
CDD02.Tc.HFHF.2.Liver	HF/HF	taconic	liver	CDD02	CDD02.Tc.HFHF.2	1	Microbacterium	1e-6
CDD02.Tc.HFHF.2.Liver	HF/HF	taconic	liver	CDD02	CDD02.Tc.HFHF.2	1	Micrococcus	1e-6
CDD02.Tc.HFHF.2.Liver	HF/HF	taconic	liver	CDD02	CDD02.Tc.HFHF.2	1	Modestobacter	1e-6
CDD02.Tc.HFHF.2.Liver	HF/HF	taconic	liver	CDD02	CDD02.Tc.HFHF.2	1	Mucispirillum	1e-6
CDD02.Tc.HFHF.2.Liver	HF/HF	taconic	liver	CDD02	CDD02.Tc.HFHF.2	1	Muribaculaceae	2e-6
CDD02.Tc.HFHF.2.Liver	HF/HF	taconic	liver	CDD02	CDD02.Tc.HFHF.2	1	Oceanobacillus	1e-6
CDD02.Tc.HFHF.2.Liver	HF/HF	taconic	liver	CDD02	CDD02.Tc.HFHF.2	1	Proteus	8.358285887341006e-4
CDD02.Tc.HFHF.2.Liver	HF/HF	taconic	liver	CDD02	CDD02.Tc.HFHF.2	1	RF39	1e-6
CDD02.Tc.HFHF.2.Liver	HF/HF	taconic	liver	CDD02	CDD02.Tc.HFHF.2	1	Rhodococcus	1e-6
CDD02.Tc.HFHF.2.Liver	HF/HF	taconic	liver	CDD02	CDD02.Tc.HFHF.2	1	Sphingomonas	1e-6
CDD02.Tc.HFHF.2.Liver	HF/HF	taconic	liver	CDD02	CDD02.Tc.HFHF.2	1	Staphylococcus	1e-6
CDD02.Tc.HFHF.2.Liver	HF/HF	taconic	liver	CDD02	CDD02.Tc.HFHF.2	1	Stenotrophomonas	1e-6
CDD02.Tc.HFHF.2.Liver	HF/HF	taconic	liver	CDD02	CDD02.Tc.HFHF.2	1	Streptococcus	1e-6
CDD02.Tc.HFHF.2.Liver	HF/HF	taconic	liver	CDD02	CDD02.Tc.HFHF.2	1	Tissierella	3e-6
CDD02.Tc.HFHF.2.Liver	HF/HF	taconic	liver	CDD02	CDD02.Tc.HFHF.2	1	Turicibacter	1e-6
CDD02.Tc.HFHF.2.Liver	HF/HF	taconic	liver	CDD02	CDD02.Tc.HFHF.2	1	[Eubacterium]_coprostanoligenes_group	2e-6
CDD02.Tc.HFHF.2.Liver	HF/HF	taconic	liver	CDD02	CDD02.Tc.HFHF.2	1	[Eubacterium]_fissicatena_group	1e-6
CDD02.Tc.HFHF.2.Liver	HF/HF	taconic	liver	CDD02	CDD02.Tc.HFHF.2	1	[Eubacterium]_ventriosum_group	1e-6
CDD02.Tc.HFHF.2.Liver	HF/HF	taconic	liver	CDD02	CDD02.Tc.HFHF.2	1	[Eubacterium]_xylanophilum_group	1e-6
CDD02.Tc.HFHF.2.Liver	HF/HF	taconic	liver	CDD02	CDD02.Tc.HFHF.2	1	[Ruminococcus]_gauvreauii_group	1e-6
CDD02.Tc.HFHF.2.Liver	HF/HF	taconic	liver	CDD02	CDD02.Tc.HFHF.2	1	uncultured	3e-6
CDD02.Tc.HFHF.2.Liver	HF/HF	taconic	liver	CDD02	CDD02.Tc.HFHF.2	1	NA	1.7000000000000003e-5
CDD02.Tc.HFHF.3.Liver	HF/HF	taconic	liver	CDD02	CDD02.Tc.HFHF.3	1	Acinetobacter	1e-6
CDD02.Tc.HFHF.3.Liver	HF/HF	taconic	liver	CDD02	CDD02.Tc.HFHF.3	1	Aerococcus	1e-6
CDD02.Tc.HFHF.3.Liver	HF/HF	taconic	liver	CDD02	CDD02.Tc.HFHF.3	1	Akkermansia	1e-6
CDD02.Tc.HFHF.3.Liver	HF/HF	taconic	liver	CDD02	CDD02.Tc.HFHF.3	1	Arthrobacter	1e-6
CDD02.Tc.HFHF.3.Liver	HF/HF	taconic	liver	CDD02	CDD02.Tc.HFHF.3	1	Bacillus	4.9999999999999996e-6
CDD02.Tc.HFHF.3.Liver	HF/HF	taconic	liver	CDD02	CDD02.Tc.HFHF.3	1	Bacteroides	3e-6
CDD02.Tc.HFHF.3.Liver	HF/HF	taconic	liver	CDD02	CDD02.Tc.HFHF.3	1	Bifidobacterium	1e-6
CDD02.Tc.HFHF.3.Liver	HF/HF	taconic	liver	CDD02	CDD02.Tc.HFHF.3	1	Blautia	1e-6
CDD02.Tc.HFHF.3.Liver	HF/HF	taconic	liver	CDD02	CDD02.Tc.HFHF.3	1	Brachybacterium	1e-6
CDD02.Tc.HFHF.3.Liver	HF/HF	taconic	liver	CDD02	CDD02.Tc.HFHF.3	1	Brevibacterium	1e-6
CDD02.Tc.HFHF.3.Liver	HF/HF	taconic	liver	CDD02	CDD02.Tc.HFHF.3	1	Chryseobacterium	6.435061831029824e-5
CDD02.Tc.HFHF.3.Liver	HF/HF	taconic	liver	CDD02	CDD02.Tc.HFHF.3	1	Clostridia_UCG-014	1e-6
CDD02.Tc.HFHF.3.Liver	HF/HF	taconic	liver	CDD02	CDD02.Tc.HFHF.3	1	Clostridia_vadinBB60_group	1e-6
CDD02.Tc.HFHF.3.Liver	HF/HF	taconic	liver	CDD02	CDD02.Tc.HFHF.3	1	Corynebacterium	9.590428140912399e-4
CDD02.Tc.HFHF.3.Liver	HF/HF	taconic	liver	CDD02	CDD02.Tc.HFHF.3	1	Cutibacterium	1e-6
CDD02.Tc.HFHF.3.Liver	HF/HF	taconic	liver	CDD02	CDD02.Tc.HFHF.3	1	Dietzia	2e-6
CDD02.Tc.HFHF.3.Liver	HF/HF	taconic	liver	CDD02	CDD02.Tc.HFHF.3	1	Dorea	1e-6
CDD02.Tc.HFHF.3.Liver	HF/HF	taconic	liver	CDD02	CDD02.Tc.HFHF.3	1	Dubosiella	1e-6
CDD02.Tc.HFHF.3.Liver	HF/HF	taconic	liver	CDD02	CDD02.Tc.HFHF.3	1	Dysgonomonas	1e-6
CDD02.Tc.HFHF.3.Liver	HF/HF	taconic	liver	CDD02	CDD02.Tc.HFHF.3	1	Empedobacter	1e-6
CDD02.Tc.HFHF.3.Liver	HF/HF	taconic	liver	CDD02	CDD02.Tc.HFHF.3	1	Enterococcus	0.0010451769718383037
CDD02.Tc.HFHF.3.Liver	HF/HF	taconic	liver	CDD02	CDD02.Tc.HFHF.3	1	Erysipelatoclostridium	1e-6
CDD02.Tc.HFHF.3.Liver	HF/HF	taconic	liver	CDD02	CDD02.Tc.HFHF.3	1	Escherichia-Shigella	0.9953069200872908
CDD02.Tc.HFHF.3.Liver	HF/HF	taconic	liver	CDD02	CDD02.Tc.HFHF.3	1	Facklamia	8.413415774706432e-5
CDD02.Tc.HFHF.3.Liver	HF/HF	taconic	liver	CDD02	CDD02.Tc.HFHF.3	1	Flavobacterium	1e-6
CDD02.Tc.HFHF.3.Liver	HF/HF	taconic	liver	CDD02	CDD02.Tc.HFHF.3	1	Fusicatenibacter	1e-6
CDD02.Tc.HFHF.3.Liver	HF/HF	taconic	liver	CDD02	CDD02.Tc.HFHF.3	1	Gemella	2e-6
CDD02.Tc.HFHF.3.Liver	HF/HF	taconic	liver	CDD02	CDD02.Tc.HFHF.3	1	Kocuria	1e-6
CDD02.Tc.HFHF.3.Liver	HF/HF	taconic	liver	CDD02	CDD02.Tc.HFHF.3	1	Kytococcus	1e-6
CDD02.Tc.HFHF.3.Liver	HF/HF	taconic	liver	CDD02	CDD02.Tc.HFHF.3	1	Lactobacillus	6.999999999999999e-6
CDD02.Tc.HFHF.3.Liver	HF/HF	taconic	liver	CDD02	CDD02.Tc.HFHF.3	1	Lawsonella	1e-6
CDD02.Tc.HFHF.3.Liver	HF/HF	taconic	liver	CDD02	CDD02.Tc.HFHF.3	1	Leptotrichia	1e-6
CDD02.Tc.HFHF.3.Liver	HF/HF	taconic	liver	CDD02	CDD02.Tc.HFHF.3	1	Microbacterium	1e-6
CDD02.Tc.HFHF.3.Liver	HF/HF	taconic	liver	CDD02	CDD02.Tc.HFHF.3	1	Micrococcus	1e-6
CDD02.Tc.HFHF.3.Liver	HF/HF	taconic	liver	CDD02	CDD02.Tc.HFHF.3	1	Modestobacter	1e-6
