#SampleID	study	mouse_sex	diet	vendor	experiment	experiment_day	mouse_id	experiment_set	day_post_inf	sample_type	high_fat	high_fiber	purified_diet
CDD03.Tc.Chow.2.18	3	Female	Chow	taconic	CDD03	18	CDD03.Tc.Chow.2	new_exp_anschutz	3	colon	0	0	0
CDD03.Tc.HFHF.3.18	3	Female	HF/HF	taconic	CDD03	18	CDD03.Tc.HFHF.3	new_exp_anschutz	3	colon	1	1	1
CDD03.CR.HFLF.4.18	3	Female	HF/LF	charles_river	CDD03	18	CDD03.CR.HFLF.4	new_exp_anschutz	3	colon	1	0	1
CDD03.CR.Chow.1.18	3	Female	Chow	charles_river	CDD03	18	CDD03.CR.Chow.1	new_exp_anschutz	3	colon	0	0	0
CDD03.Tc.LFLF.5.18	3	Female	LF/LF	taconic	CDD03	18	CDD03.Tc.LFLF.5	new_exp_anschutz	3	colon	0	0	1
CDD03.Tc.HFLF.4.18	3	Female	HF/LF	taconic	CDD03	18	CDD03.Tc.HFLF.4	new_exp_anschutz	3	colon	1	0	1
CDD03.Tc.HFHF.4.18	3	Female	HF/HF	taconic	CDD03	18	CDD03.Tc.HFHF.4	new_exp_anschutz	3	colon	1	1	1
CDD03.CR.Chow.3.18	3	Female	Chow	charles_river	CDD03	18	CDD03.CR.Chow.3	new_exp_anschutz	3	colon	0	0	0
CDD03.CR.LFHF.1.18	3	Female	LF/HF	charles_river	CDD03	18	CDD03.CR.LFHF.1	new_exp_anschutz	3	colon	0	1	1
CDD03.CR.LFHF.3.18	3	Female	LF/HF	charles_river	CDD03	18	CDD03.CR.LFHF.3	new_exp_anschutz	3	colon	0	1	1
CDD03.CR.HFHF.2.18	3	Female	HF/HF	charles_river	CDD03	18	CDD03.CR.HFHF.2	new_exp_anschutz	3	colon	1	1	1
CDD03.CR.Chow.4.18	3	Female	Chow	charles_river	CDD03	18	CDD03.CR.Chow.4	new_exp_anschutz	3	colon	0	0	0
CDD03.CR.HFHF.4.18	3	Female	HF/HF	charles_river	CDD03	18	CDD03.CR.HFHF.4	new_exp_anschutz	3	colon	1	1	1
CDD03.Tc.HFHF.2.18	3	Female	HF/HF	taconic	CDD03	18	CDD03.Tc.HFHF.2	new_exp_anschutz	3	colon	1	1	1
CDD03.CR.HFLF.2.18	3	Female	HF/LF	charles_river	CDD03	18	CDD03.CR.HFLF.2	new_exp_anschutz	3	colon	1	0	1
