day_post_inf	Family	.y.	group1	group2	n1	n2	statistic	p	p.adj	p.adj.signif
-8	Lactobacillaceae	rel_abund	HF/LF	LF/HF	25	17	2.518522241837559	0.011784844019030816	0.01473105502378852	*
-8	Lactobacillaceae	rel_abund	HF/LF	LF/LF	25	26	2.5237415641166807	0.01161132546530465	0.01473105502378852	*
-8	Lactobacillaceae	rel_abund	LF/HF	LF/LF	17	26	-0.27188686729251355	0.7857090093792541	0.7857090093792541	ns
-3	Lactobacillaceae	rel_abund	Chow	HF/HF	23	19	1.4998804489285822	0.13364537324915432	0.20951567206065824	ns
-3	Lactobacillaceae	rel_abund	Chow	HF/LF	23	28	1.3894954097734278	0.16468215577177206	0.20951567206065824	ns
-3	Lactobacillaceae	rel_abund	Chow	LF/HF	23	18	-2.049312547997414	0.04043156244029439	0.08086312488058878	ns
-3	Lactobacillaceae	rel_abund	Chow	LF/LF	23	27	-0.7930026094837693	0.4277763024388232	0.4753070027098036	ns
-3	Lactobacillaceae	rel_abund	HF/HF	HF/LF	19	28	-0.24885237971787805	0.8034749721116636	0.8034749721116636	ns
-3	Lactobacillaceae	rel_abund	HF/HF	LF/HF	19	18	-3.3743898753670316	7.397950938421356e-4	0.003698975469210678	**
-3	Lactobacillaceae	rel_abund	HF/HF	LF/LF	19	27	-2.3042559635328472	0.021208279361740565	0.05593664084147883	ns
-3	Lactobacillaceae	rel_abund	HF/LF	LF/HF	28	18	-3.4289993452457037	6.058109890530564e-4	0.003698975469210678	**
-3	Lactobacillaceae	rel_abund	HF/LF	LF/LF	28	27	-2.2839468234079408	0.022374656336591532	0.05593664084147883	ns
-3	Lactobacillaceae	rel_abund	LF/HF	LF/LF	18	27	1.3799159090473516	0.1676125376485266	0.20951567206065824	ns
0	Lactobacillaceae	rel_abund	Chow	HF/HF	24	18	-4.026628329653024	5.658236414506233e-5	2.8291182072531166e-4	***
0	Lactobacillaceae	rel_abund	Chow	HF/LF	24	28	-1.7693918154560961	0.07682851052806822	0.10975501504009745	ns
0	Lactobacillaceae	rel_abund	Chow	LF/HF	24	17	-4.576217725065081	4.734578029513822e-6	4.7345780295138224e-5	****
0	Lactobacillaceae	rel_abund	Chow	LF/LF	24	28	-2.9014945221897017	0.0037138727252666757	0.00928468181316669	**
0	Lactobacillaceae	rel_abund	HF/HF	HF/LF	18	28	2.526646448094065	0.011515736548237997	0.023031473096475994	*
0	Lactobacillaceae	rel_abund	HF/HF	LF/HF	18	17	-0.5770189678471289	0.5639266422186169	0.5639266422186169	ns
0	Lactobacillaceae	rel_abund	HF/HF	LF/LF	18	28	1.4842348940819199	0.13774661563030727	0.1721832695378841	ns
0	Lactobacillaceae	rel_abund	HF/LF	LF/HF	28	17	-3.117280432880483	0.0018252785443172012	0.006084261814390671	**
0	Lactobacillaceae	rel_abund	HF/LF	LF/LF	28	28	-1.1783298562554625	0.23866512957276567	0.26518347730307296	ns
0	Lactobacillaceae	rel_abund	LF/HF	LF/LF	17	28	2.0930443218107895	0.03634519823413494	0.060575330390224905	ns
3	Lactobacillaceae	rel_abund	Chow	HF/HF	14	1	-1.2674814462507376	0.20498319367381154	0.45076773909402185	ns
3	Lactobacillaceae	rel_abund	Chow	HF/LF	14	6	-4.153852800420063	3.269235261540464e-5	3.269235261540464e-4	***
3	Lactobacillaceae	rel_abund	Chow	LF/HF	14	2	-1.3718281387973905	0.17011694530777732	0.45076773909402185	ns
3	Lactobacillaceae	rel_abund	Chow	LF/LF	14	8	-3.239379338409564	0.001197901390377387	0.005989506951886935	**
3	Lactobacillaceae	rel_abund	HF/HF	HF/LF	1	6	-0.6618731274695774	0.5080525351471552	0.7257893359245075	ns
3	Lactobacillaceae	rel_abund	HF/HF	LF/HF	1	2	0.22450662753346864	0.822363110505381	0.9071318145347187	ns
3	Lactobacillaceae	rel_abund	HF/HF	LF/LF	1	8	-0.11665706565717285	0.9071318145347187	0.9071318145347187	ns
3	Lactobacillaceae	rel_abund	HF/LF	LF/HF	6	2	1.2123357886807307	0.22538386954701092	0.45076773909402185	ns
3	Lactobacillaceae	rel_abund	HF/LF	LF/LF	6	8	1.0946363261996856	0.2736759943722559	0.45612665728709323	ns
3	Lactobacillaceae	rel_abund	LF/HF	LF/LF	2	8	-0.504316049139183	0.6140393011992632	0.767549126499079	ns
-15	Marinifilaceae	rel_abund	Chow	HF/HF	25	15	-2.046284778398276	0.0407283604205597	0.40728360420559706	ns
-15	Marinifilaceae	rel_abund	Chow	HF/LF	25	32	-1.1693165186939922	0.24227613021548228	0.47961422110760626	ns
-15	Marinifilaceae	rel_abund	Chow	LF/HF	25	19	-0.6344449955328094	0.5257904527444566	0.7511292182063666	ns
-15	Marinifilaceae	rel_abund	Chow	LF/LF	25	29	-1.0630295900691422	0.28776853266456376	0.47961422110760626	ns
-15	Marinifilaceae	rel_abund	HF/HF	HF/LF	15	32	1.1382967559587602	0.254996588144974	0.47961422110760626	ns
-15	Marinifilaceae	rel_abund	HF/HF	LF/HF	15	19	1.3758642487065136	0.16886366557428523	0.47961422110760626	ns
-15	Marinifilaceae	rel_abund	HF/HF	LF/LF	15	29	1.1891485525840277	0.23438121534424777	0.47961422110760626	ns
-15	Marinifilaceae	rel_abund	HF/LF	LF/HF	32	19	0.41096849153278564	0.6810956388213649	0.8248560960836225	ns
-15	Marinifilaceae	rel_abund	HF/LF	LF/LF	32	29	0.08582853788947839	0.9316027202243929	0.9316027202243929	ns
-15	Marinifilaceae	rel_abund	LF/HF	LF/LF	19	29	-0.32871583210948135	0.7423704864752603	0.8248560960836225	ns
-8	Marinifilaceae	rel_abund	Chow	HF/HF	22	18	1.2822454492883995	0.19975655739679754	0.24969569674599693	ns
-8	Marinifilaceae	rel_abund	Chow	HF/LF	22	25	3.9621489036072868	7.427818926362704e-5	7.427818926362703e-4	***
-8	Marinifilaceae	rel_abund	Chow	LF/HF	22	17	1.3737778233759417	0.16951066789456057	0.2421580969922294	ns
-8	Marinifilaceae	rel_abund	Chow	LF/LF	22	26	3.533301328566922	4.1040441541715164e-4	0.002052022077085758	**
-8	Marinifilaceae	rel_abund	HF/HF	HF/LF	18	25	2.4285509243008643	0.015159296052712705	0.05053098684237568	ns
-8	Marinifilaceae	rel_abund	HF/HF	LF/HF	18	17	0.10673446447660155	0.9149996400742959	0.9149996400742959	ns
-8	Marinifilaceae	rel_abund	HF/HF	LF/LF	18	26	2.0090270013575258	0.044534270282789036	0.08906854056557807	ns
-8	Marinifilaceae	rel_abund	HF/LF	LF/HF	25	17	-2.2732307404871928	0.02301227873416193	0.05753069683540482	ns
-8	Marinifilaceae	rel_abund	HF/LF	LF/LF	25	26	-0.48089394757786014	0.6305918745902748	0.7006576384336387	ns
-8	Marinifilaceae	rel_abund	LF/HF	LF/LF	17	26	1.8592630357315305	0.0629898637310408	0.10498310621840135	ns
-3	Marinifilaceae	rel_abund	Chow	HF/HF	23	19	-0.793642679018782	0.42740347896354486	0.5580103855867969	ns
-3	Marinifilaceae	rel_abund	Chow	HF/LF	23	28	-1.8988427652976245	0.057585152473398474	0.186333613833603	ns
-3	Marinifilaceae	rel_abund	Chow	LF/HF	23	18	0.013987698657634483	0.9888397951274055	0.9888397951274055	ns
-3	Marinifilaceae	rel_abund	Chow	LF/LF	23	27	-2.130251407913088	0.033150862922648676	0.186333613833603	ns
-3	Marinifilaceae	rel_abund	HF/HF	HF/LF	19	28	-0.9700045001682308	0.33204424899922713	0.5534070816653786	ns
-3	Marinifilaceae	rel_abund	HF/HF	LF/HF	19	18	0.7614165448094984	0.4464083084694376	0.5580103855867969	ns
-3	Marinifilaceae	rel_abund	HF/HF	LF/LF	19	27	-1.1969444621897893	0.23132820249743974	0.4626564049948795	ns
-3	Marinifilaceae	rel_abund	HF/LF	LF/HF	28	18	1.7833248068040386	0.0745334455334412	0.186333613833603	ns
-3	Marinifilaceae	rel_abund	HF/LF	LF/LF	28	27	-0.25992036302050703	0.7949252035495106	0.8832502261661229	ns
-3	Marinifilaceae	rel_abund	LF/HF	LF/LF	18	27	-2.000935728683149	0.04539931660783813	0.186333613833603	ns
0	Marinifilaceae	rel_abund	Chow	HF/HF	24	18	-0.4119577762070048	0.6803703718750618	0.8504629648438272	ns
0	Marinifilaceae	rel_abund	Chow	HF/LF	24	28	-3.705417752395762	2.11042605987732e-4	0.00105521302993866	**
0	Marinifilaceae	rel_abund	Chow	LF/HF	24	17	-0.5304461938325153	0.5958026053781336	0.8504629648438272	ns
0	Marinifilaceae	rel_abund	Chow	LF/LF	24	28	-3.72181167903651	1.97798521898602e-4	0.00105521302993866	**
0	Marinifilaceae	rel_abund	HF/HF	HF/LF	18	28	-2.986675974759669	0.0028202847024164563	0.007050711756041141	**
0	Marinifilaceae	rel_abund	HF/HF	LF/HF	18	17	-0.11739227193365818	0.9065492078335097	0.9863860852192115	ns
0	Marinifilaceae	rel_abund	HF/HF	LF/LF	18	28	-3.001771087989501	0.0026841393155192413	0.007050711756041141	**
0	Marinifilaceae	rel_abund	HF/LF	LF/HF	28	17	2.8054755098581685	0.005024239921299757	0.008373733202166262	**
0	Marinifilaceae	rel_abund	HF/LF	LF/LF	28	28	-0.017063339842893713	0.9863860852192115	0.9863860852192115	ns
0	Marinifilaceae	rel_abund	LF/HF	LF/LF	17	28	-2.820307425344113	0.004797766092881286	0.008373733202166262	**
3	Marinifilaceae	rel_abund	Chow	HF/HF	14	1	-1.2299871270512037	0.21870192543344946	0.493666343836262	ns
3	Marinifilaceae	rel_abund	Chow	HF/LF	14	6	0.044601653246669884	0.9644248248726782	1	ns
3	Marinifilaceae	rel_abund	Chow	LF/HF	14	2	-1.684229237317293	0.09213737490637569	0.493666343836262	ns
3	Marinifilaceae	rel_abund	Chow	LF/LF	14	8	-1.1002545166261966	0.2712212434136999	0.493666343836262	ns
3	Marinifilaceae	rel_abund	HF/HF	HF/LF	1	6	1.1988638991824296	0.23058087112575493	0.493666343836262	ns
3	Marinifilaceae	rel_abund	HF/HF	LF/HF	1	2	0	1	1	ns
3	Marinifilaceae	rel_abund	HF/HF	LF/LF	1	8	0.7405971841358738	0.45893771587087656	0.5736721448385957	ns
3	Marinifilaceae	rel_abund	HF/LF	LF/HF	6	2	-1.5859478665249602	0.11275113625363099	0.493666343836262	ns
3	Marinifilaceae	rel_abund	HF/LF	LF/LF	6	8	-0.943223803033235	0.3455664406853834	0.493666343836262	ns
3	Marinifilaceae	rel_abund	LF/HF	LF/LF	2	8	0.9936153886036456	0.32041014940272045	0.493666343836262	ns
-15	Muribaculaceae	rel_abund	Chow	HF/HF	25	15	-1.609048535651627	0.10760572917647519	0.35868576392158397	ns
-15	Muribaculaceae	rel_abund	Chow	HF/LF	25	32	0.764130052309229	0.4447897449411686	0.6471689082556669	ns
-15	Muribaculaceae	rel_abund	Chow	LF/HF	25	19	-0.29490037364649757	0.7680699865030072	0.7781187795675439	ns
-15	Muribaculaceae	rel_abund	Chow	LF/LF	25	29	0.4826597234952863	0.6293373655475594	0.7781187795675439	ns
-15	Muribaculaceae	rel_abund	HF/HF	HF/LF	15	32	2.3312296360432274	0.01974125422744294	0.19389361242145348	ns
-15	Muribaculaceae	rel_abund	HF/HF	LF/HF	15	19	1.261621766362717	0.2070849200636986	0.5177123001592465	ns
-15	Muribaculaceae	rel_abund	HF/HF	LF/LF	15	29	2.066527245989276	0.03877872248429069	0.19389361242145348	ns
-15	Muribaculaceae	rel_abund	HF/LF	LF/HF	32	19	-1.014149274279873	0.31051152896723266	0.6210230579344653	ns
-15	Muribaculaceae	rel_abund	HF/LF	LF/LF	32	29	-0.2817714295245808	0.7781187795675439	0.7781187795675439	ns
-15	Muribaculaceae	rel_abund	LF/HF	LF/LF	19	29	0.7503926841682763	0.45301823577896677	0.6471689082556669	ns
-8	Muribaculaceae	rel_abund	Chow	HF/HF	22	18	0.2683944774143905	0.7883956900103213	0.7883956900103213	ns
-8	Muribaculaceae	rel_abund	Chow	HF/LF	22	25	-5.940715398381966	2.837809127659087e-9	1.8858722737720865e-8	****
-8	Muribaculaceae	rel_abund	Chow	LF/HF	22	17	-2.2079431009105264	0.02724823980224304	0.038926056860347204	*
-8	Muribaculaceae	rel_abund	Chow	LF/LF	22	26	-4.629438680126965	3.666582800589771e-6	9.166457001474427e-6	****
-8	Muribaculaceae	rel_abund	HF/HF	HF/LF	18	25	-5.893904829811458	3.771744547544173e-9	1.8858722737720865e-8	****
-8	Muribaculaceae	rel_abund	HF/HF	LF/HF	18	17	-2.360418244846979	0.018254341424049476	0.030423902373415794	*
-8	Muribaculaceae	rel_abund	HF/HF	LF/LF	18	26	-4.651882354620835	3.289187204974108e-6	9.166457001474427e-6	****
-8	Muribaculaceae	rel_abund	HF/LF	LF/HF	25	17	3.2562277319744357	0.0011290315556107676	0.0022580631112215353	**
-8	Muribaculaceae	rel_abund	HF/LF	LF/LF	25	26	1.4121519466253216	0.15790522607109542	0.17545025119010602	ns
-8	Muribaculaceae	rel_abund	LF/HF	LF/LF	17	26	-2.013676585271213	0.044043499890252115	0.05505437486281514	ns
-3	Muribaculaceae	rel_abund	Chow	HF/HF	23	19	-2.2563269463950553	0.024050163021527994	0.08016721007175999	ns
-3	Muribaculaceae	rel_abund	Chow	HF/LF	23	28	-2.795117583750158	0.005188084152912939	0.025940420764564695	*
-3	Muribaculaceae	rel_abund	Chow	LF/HF	23	18	-1.8988499602072655	0.05758420620244014	0.14129315091130065	ns
-3	Muribaculaceae	rel_abund	Chow	LF/LF	23	27	-4.044514416867029	5.243168207269699e-5	5.243168207269698e-4	***
-3	Muribaculaceae	rel_abund	HF/HF	HF/LF	19	28	-0.29297696369890824	0.769539759788319	0.769539759788319	ns
-3	Muribaculaceae	rel_abund	HF/HF	LF/HF	19	18	0.3099128025231322	0.7566272668096454	0.769539759788319	ns
-3	Muribaculaceae	rel_abund	HF/HF	LF/LF	19	27	-1.4965664480238197	0.13450610589224177	0.2241768431537363	ns
-3	Muribaculaceae	rel_abund	HF/LF	LF/HF	28	18	0.6256602184117979	0.5315378316905994	0.6644222896132492	ns
-3	Muribaculaceae	rel_abund	HF/LF	LF/LF	28	27	-1.3386285978184442	0.18069161142548046	0.2581308734649721	ns
-3	Muribaculaceae	rel_abund	LF/HF	LF/LF	18	27	-1.8077425719640392	0.07064657545565033	0.14129315091130065	ns
0	Muribaculaceae	rel_abund	Chow	HF/HF	24	18	-3.126775657584841	0.0017673473363306227	0.0035346946726612454	**
0	Muribaculaceae	rel_abund	Chow	HF/LF	24	28	-6.0793891130279345	1.2064127632339173e-9	1.2064127632339173e-8	****
0	Muribaculaceae	rel_abund	Chow	LF/HF	24	17	-1.2368345335184348	0.2161485185752613	0.24016502063917922	ns
0	Muribaculaceae	rel_abund	Chow	LF/LF	24	28	-5.583223115621707	2.3610153467718342e-8	1.1805076733859171e-7	****
0	Muribaculaceae	rel_abund	HF/HF	HF/LF	18	28	-2.37062237892497	0.01775816397071302	0.02959693995118837	*
0	Muribaculaceae	rel_abund	HF/HF	LF/HF	18	17	1.723433227483097	0.08481021045103075	0.10601276306378844	ns
0	Muribaculaceae	rel_abund	HF/HF	LF/LF	18	28	-1.913765271060184	0.055650154830213065	0.07950022118601867	ns
0	Muribaculaceae	rel_abund	HF/LF	LF/HF	28	17	4.224968143606271	2.3897458076361875e-5	7.965819358787292e-5	****
0	Muribaculaceae	rel_abund	HF/LF	LF/LF	28	28	0.5164259434458723	0.6055569499492595	0.6055569499492595	ns
0	Muribaculaceae	rel_abund	LF/HF	LF/LF	17	28	-3.776076776590087	1.5931790142376744e-4	3.982947535594186e-4	***
3	Muribaculaceae	rel_abund	Chow	HF/HF	14	1	-1.7406771097013782	0.08174019283628396	0.2724673094542799	ns
3	Muribaculaceae	rel_abund	Chow	HF/LF	14	6	-3.0047891164673497	0.0026576504339890067	0.02657650433989007	*
3	Muribaculaceae	rel_abund	Chow	LF/HF	14	2	-0.5337817070396358	0.5934925713859843	0.6594361904288715	ns
3	Muribaculaceae	rel_abund	Chow	LF/LF	14	8	-2.2670387756887354	0.02338785708355589	0.11693928541777945	ns
3	Muribaculaceae	rel_abund	HF/HF	HF/LF	1	6	0.310691362284091	0.756035264411425	0.756035264411425	ns
3	Muribaculaceae	rel_abund	HF/HF	LF/HF	1	2	1.1416834431938576	0.25358562535127455	0.5071712507025491	ns
3	Muribaculaceae	rel_abund	HF/HF	LF/LF	1	8	0.7514324173133362	0.4523924593493002	0.5654905741866253	ns
3	Muribaculaceae	rel_abund	HF/LF	LF/HF	6	2	1.3015191252409977	0.19308082244225955	0.48270205610564887	ns
3	Muribaculaceae	rel_abund	HF/LF	LF/LF	6	8	0.8544012462812504	0.39288270563923644	0.5654905741866253	ns
3	Muribaculaceae	rel_abund	LF/HF	LF/LF	2	8	-0.7605360054864548	0.44693425564180306	0.5654905741866253	ns
-15	Ruminococcaceae	rel_abund	Chow	HF/HF	25	15	-0.42426845773624483	0.6713700400164857	0.7695379149906363	ns
-15	Ruminococcaceae	rel_abund	Chow	HF/LF	25	32	-1.0091488402272908	0.31290325784304224	0.6258065156860845	ns
-15	Ruminococcaceae	rel_abund	Chow	LF/HF	25	19	1.1295916931961048	0.2586483128603583	0.6258065156860845	ns
-15	Ruminococcaceae	rel_abund	Chow	LF/LF	25	29	-0.6156028895554937	0.5381566437156556	0.7695379149906363	ns
-15	Ruminococcaceae	rel_abund	HF/HF	HF/LF	15	32	-0.41801431568152786	0.6759366505211618	0.7695379149906363	ns
-15	Ruminococcaceae	rel_abund	HF/HF	LF/HF	15	19	1.3965476299977433	0.16254964807093	0.5418321602364333	ns
-15	Ruminococcaceae	rel_abund	HF/HF	LF/LF	15	29	-0.09257310070719492	0.9262427144854659	0.9262427144854659	ns
-15	Ruminococcaceae	rel_abund	HF/LF	LF/HF	32	19	2.117113751279883	0.034250194896618034	0.34250194896618036	ns
-15	Ruminococcaceae	rel_abund	HF/LF	LF/LF	32	29	0.3953506510025801	0.6925841234915726	0.7695379149906363	ns
-15	Ruminococcaceae	rel_abund	LF/HF	LF/LF	19	29	-1.7340376479961217	0.08291140343717675	0.4145570171858837	ns
-8	Ruminococcaceae	rel_abund	Chow	HF/HF	22	18	-0.04769213793061001	0.9619615999969933	0.9972922802774783	ns
-8	Ruminococcaceae	rel_abund	Chow	HF/LF	22	25	3.756742932827467	1.7213916241983057e-4	9.805188852224618e-4	***
-8	Ruminococcaceae	rel_abund	Chow	LF/HF	22	17	-0.05049307192068758	0.9597294701706008	0.9972922802774783	ns
-8	Ruminococcaceae	rel_abund	Chow	LF/LF	22	26	3.586445824512061	3.3521566676349054e-4	9.805188852224618e-4	***
-8	Ruminococcaceae	rel_abund	HF/HF	HF/LF	18	25	3.6016735412955776	3.1617525220013705e-4	9.805188852224618e-4	***
-8	Ruminococcaceae	rel_abund	HF/HF	LF/HF	18	17	-0.003393629922029742	0.9972922802774783	0.9972922802774783	ns
-8	Ruminococcaceae	rel_abund	HF/HF	LF/LF	18	26	3.4377465778434604	5.865763889009744e-4	0.0011731527778019487	**
-8	Ruminococcaceae	rel_abund	HF/LF	LF/HF	25	17	-3.5452723890187534	3.9220755408898476e-4	9.805188852224618e-4	***
-8	Ruminococcaceae	rel_abund	HF/LF	LF/LF	25	26	-0.21156902787381732	0.8324432744988588	0.9972922802774783	ns
-8	Ruminococcaceae	rel_abund	LF/HF	LF/LF	17	26	3.3831931521783756	7.16482224717434e-4	0.0011941370411957233	**
-3	Ruminococcaceae	rel_abund	Chow	HF/HF	23	19	-2.0862313366704583	0.036957672961065634	0.09239418240266409	ns
-3	Ruminococcaceae	rel_abund	Chow	HF/LF	23	28	0.8510749768683831	0.3947277046801551	0.5638967209716502	ns
-3	Ruminococcaceae	rel_abund	Chow	LF/HF	23	18	-1.5055232290553628	0.132189609345732	0.22031601557622002	ns
-3	Ruminococcaceae	rel_abund	Chow	LF/LF	23	27	-1.5799164703167645	0.11412599683723054	0.22031601557622002	ns
-3	Ruminococcaceae	rel_abund	HF/HF	HF/LF	19	28	2.9817525827694107	0.0028660351786853073	0.028660351786853073	*
-3	Ruminococcaceae	rel_abund	HF/HF	LF/HF	19	18	0.5259123388497713	0.5989491154604687	0.6654990171782986	ns
-3	Ruminococcaceae	rel_abund	HF/HF	LF/LF	19	27	0.6627548904733834	0.5074875485422903	0.6343594356778628	ns
-3	Ruminococcaceae	rel_abund	HF/LF	LF/HF	28	18	-2.3610193877690593	0.018224777797740815	0.06074925932580272	ns
-3	Ruminococcaceae	rel_abund	HF/LF	LF/LF	28	27	-2.5500357467175574	0.010771187431576257	0.053855937157881284	ns
-3	Ruminococcaceae	rel_abund	LF/HF	LF/LF	18	27	0.08372919921967265	0.9332717410337419	0.9332717410337419	ns
0	Ruminococcaceae	rel_abund	Chow	HF/HF	24	18	-2.031958355017525	0.04215787208592631	0.0639660007492788	ns
0	Ruminococcaceae	rel_abund	Chow	HF/LF	24	28	-4.732678793097143	2.215759801056017e-6	2.215759801056017e-5	****
0	Ruminococcaceae	rel_abund	Chow	LF/HF	24	17	-0.2839114186416912	0.7764782656128071	0.8079301042771012	ns
0	Ruminococcaceae	rel_abund	Chow	LF/LF	24	28	-2.541629938433205	0.011033692545010045	0.036778975150033484	*
0	Ruminococcaceae	rel_abund	HF/HF	HF/LF	18	28	-2.2605595927915427	0.02378654229997327	0.04757308459994654	*
0	Ruminococcaceae	rel_abund	HF/HF	LF/HF	18	17	1.607256787265554	0.10799804945465391	0.1349975618183174	ns
0	Ruminococcaceae	rel_abund	HF/HF	LF/LF	18	28	-0.24309719479357864	0.8079301042771012	0.8079301042771012	ns
0	Ruminococcaceae	rel_abund	HF/LF	LF/HF	28	17	3.9890368428378014	6.634211807442306e-5	3.317105903721153e-4	***
0	Ruminococcaceae	rel_abund	HF/LF	LF/LF	28	28	2.2805159519615654	0.022577105787833205	0.04757308459994654	*
0	Ruminococcaceae	rel_abund	LF/HF	LF/LF	17	28	-2.006750832287022	0.04477620052449516	0.0639660007492788	ns
3	Ruminococcaceae	rel_abund	Chow	HF/HF	14	1	-1.0777387147760764	0.28115037605326604	0.5485741004449423	ns
3	Ruminococcaceae	rel_abund	Chow	HF/LF	14	6	1.13238106057963	0.2574742638448886	0.5485741004449423	ns
3	Ruminococcaceae	rel_abund	Chow	LF/HF	14	2	0.3429570346993478	0.7316307833263291	0.8527888356696417	ns
3	Ruminococcaceae	rel_abund	Chow	LF/LF	14	8	0.05760866128498554	0.9540603504252984	0.9540603504252984	ns
3	Ruminococcaceae	rel_abund	HF/HF	HF/LF	1	6	1.5443706307623473	0.12249857070145069	0.5485741004449423	ns
3	Ruminococcaceae	rel_abund	HF/HF	LF/HF	1	2	1.1225331376673433	0.2616358261129659	0.5485741004449423	ns
3	Ruminococcaceae	rel_abund	HF/HF	LF/LF	1	8	1.0758373832828163	0.2819999900507685	0.5485741004449423	ns
3	Ruminococcaceae	rel_abund	HF/LF	LF/HF	6	2	-0.35921060405354993	0.7194375444233914	0.8527888356696417	ns
3	Ruminococcaceae	rel_abund	HF/LF	LF/LF	6	8	-0.9758385853718131	0.3291444602669653	0.5485741004449423	ns
3	Ruminococcaceae	rel_abund	LF/HF	LF/LF	2	8	-0.2956335460471073	0.7675099521026775	0.8527888356696417	ns
-15	Staphylococcaceae	rel_abund	Chow	HF/HF	25	15	-0.07303514785129761	0.9417781482437567	0.981956727523995	ns
-15	Staphylococcaceae	rel_abund	Chow	HF/LF	25	32	-1.6982187878055113	0.08946647584378545	0.5604096158351791	ns
-15	Staphylococcaceae	rel_abund	Chow	LF/HF	25	19	0.022615816234354495	0.981956727523995	0.981956727523995	ns
-15	Staphylococcaceae	rel_abund	Chow	LF/LF	25	29	-0.7294015912127637	0.46575604474059	0.8088673659578418	ns
-15	Staphylococcaceae	rel_abund	HF/HF	HF/LF	15	32	-1.3724023652960964	0.16993821420762545	0.5664607140254182	ns
-15	Staphylococcaceae	rel_abund	HF/HF	LF/HF	15	19	0.08898893226897076	0.929090705992057	0.981956727523995	ns
-15	Staphylococcaceae	rel_abund	HF/HF	LF/LF	15	29	-0.5509108466438246	0.5816947916044579	0.8309925594349399	ns
-15	Staphylococcaceae	rel_abund	HF/LF	LF/HF	32	19	1.5889046413860872	0.11208192316703583	0.5604096158351791	ns
-15	Staphylococcaceae	rel_abund	HF/LF	LF/LF	32	29	0.9916200507841665	0.3213829044730823	0.8034572611827058	ns
-15	Staphylococcaceae	rel_abund	LF/HF	LF/LF	19	29	-0.6977709972949723	0.48532041957470506	0.8088673659578418	ns
-8	Staphylococcaceae	rel_abund	Chow	HF/HF	22	18	1.429318063433149	0.15291283652141346	0.21844690931630495	ns
-8	Staphylococcaceae	rel_abund	Chow	HF/LF	22	25	-0.21567198024255613	0.8292434437335456	0.9539636816135558	ns
-8	Staphylococcaceae	rel_abund	Chow	LF/HF	22	17	-1.6476806974760678	0.09941821105973835	0.21844690931630495	ns
-8	Staphylococcaceae	rel_abund	Chow	LF/LF	22	26	-0.1781982125303024	0.8585673134522002	0.9539636816135558	ns
-8	Staphylococcaceae	rel_abund	HF/HF	HF/LF	18	25	-1.6735009590094352	0.09422871791515051	0.21844690931630495	ns
-8	Staphylococcaceae	rel_abund	HF/HF	LF/HF	18	17	-2.916436219168098	0.003540551037556983	0.035405510375569826	*
-8	Staphylococcaceae	rel_abund	HF/HF	LF/LF	18	26	-1.6498748593900292	0.0989685336999408	0.21844690931630495	ns
-8	Staphylococcaceae	rel_abund	HF/LF	LF/HF	25	17	-1.4919877869343552	0.13570234707042514	0.21844690931630495	ns
-8	Staphylococcaceae	rel_abund	HF/LF	LF/LF	25	26	0.040789719646722254	0.9674635350728725	0.9674635350728725	ns
-8	Staphylococcaceae	rel_abund	LF/HF	LF/LF	17	26	1.5403702376389619	0.12347013184565925	0.21844690931630495	ns
-3	Staphylococcaceae	rel_abund	Chow	HF/HF	23	19	1.3993149503868416	0.16171855834023385	0.2310265119146198	ns
-3	Staphylococcaceae	rel_abund	Chow	HF/LF	23	28	5.161156910207823	2.4542835497028604e-7	2.45428354970286e-6	****
-3	Staphylococcaceae	rel_abund	Chow	LF/HF	23	18	0.20989478088155528	0.8337497957549292	0.8337497957549292	ns
-3	Staphylococcaceae	rel_abund	Chow	LF/LF	23	27	4.412024951938086	1.0240830794923412e-5	3.413610264974471e-5	****
-3	Staphylococcaceae	rel_abund	HF/HF	HF/LF	19	28	3.4269724050087755	6.103510914685286e-4	0.0012207021829370572	**
-3	Staphylococcaceae	rel_abund	HF/HF	LF/HF	19	18	-1.1180797961465534	0.2635329145061833	0.32941614313272916	ns
-3	Staphylococcaceae	rel_abund	HF/HF	LF/LF	19	27	2.7320739229645934	0.006293701798360059	0.010489502997266765	*
-3	Staphylococcaceae	rel_abund	HF/LF	LF/HF	28	18	-4.588929414251627	4.455250349166884e-6	2.227625174583442e-5	****
-3	Staphylococcaceae	rel_abund	HF/LF	LF/LF	28	27	-0.7433075140852857	0.4572955233603856	0.5081061370670952	ns
-3	Staphylococcaceae	rel_abund	LF/HF	LF/LF	18	27	3.8971617481638003	9.732661929769254e-5	2.4331654824423136e-4	***
0	Staphylococcaceae	rel_abund	Chow	HF/HF	24	18	0.17254804840625404	0.8630066905969104	0.977123029631011	ns
0	Staphylococcaceae	rel_abund	Chow	HF/LF	24	28	4.411479753543721	1.0266655574994186e-5	1.0266655574994186e-4	***
0	Staphylococcaceae	rel_abund	Chow	LF/HF	24	17	0.028675959989051637	0.977123029631011	0.977123029631011	ns
0	Staphylococcaceae	rel_abund	Chow	LF/LF	24	28	3.080311240720981	0.002067843814963369	0.005169609537408423	**
0	Staphylococcaceae	rel_abund	HF/HF	HF/LF	18	28	3.8838932870490632	1.0279703883392368e-4	3.4265679611307894e-4	***
