"sheet_name","mouse_id","Strain","Sex","DOB","day","weight"
"Study 4",9878,"Bl/6","F",2022-04-08,15,"22"
"Study 4",9878,"Bl/6","F",2022-04-08,16,"21.7"
"Study 4",9878,"Bl/6","F",2022-04-08,17,"19.7"
"Study 4",9878,"Bl/6","F",2022-04-08,18,"18.2"
"Study 4",9879,"Bl/6","F",2022-04-08,0,"18.3"
"Study 4",9879,"Bl/6","F",2022-04-08,8,"18.9"
"Study 4",9879,"Bl/6","F",2022-04-08,13,"21.6"
"Study 4",9879,"Bl/6","F",2022-04-08,14,"20.2"
"Study 4",9879,"Bl/6","F",2022-04-08,15,"20.3"
"Study 4",9879,"Bl/6","F",2022-04-08,16,"20.5"
"Study 4",9879,"Bl/6","F",2022-04-08,17,"19.9"
"Study 4",9879,"Bl/6","F",2022-04-08,18,"18.100000000000001"
"Study 4",9880,"Bl/6","F",2022-04-08,0,"18.7"
"Study 4",9880,"Bl/6","F",2022-04-08,8,"18.8"
"Study 4",9880,"Bl/6","F",2022-04-08,13,"21.1"
"Study 4",9880,"Bl/6","F",2022-04-08,14,"19.6"
"Study 4",9880,"Bl/6","F",2022-04-08,15,"20"
"Study 4",9880,"Bl/6","F",2022-04-08,16,"20.5"
"Study 4",9880,"Bl/6","F",2022-04-08,17,"18.2"
"Study 4",9880,"Bl/6","F",2022-04-08,18,"18.8"
"Study 4",9881,"Bl/6","F",2022-04-08,0,"17.5"
"Study 4",9881,"Bl/6","F",2022-04-08,8,"18"
"Study 4",9881,"Bl/6","F",2022-04-08,13,"19.9"
"Study 4",9881,"Bl/6","F",2022-04-08,14,"20.2"
"Study 4",9881,"Bl/6","F",2022-04-08,15,"20.3"
"Study 4",9881,"Bl/6","F",2022-04-08,16,"20.7"
"Study 4",9881,"Bl/6","F",2022-04-08,17,"19.3"
"Study 4",9881,"Bl/6","F",2022-04-08,18,"-"
"Study 4",9882,"Bl/6","F",2022-04-08,0,"19.2"
"Study 4",9882,"Bl/6","F",2022-04-08,8,"20.2"
"Study 4",9882,"Bl/6","F",2022-04-08,13,"21.2"
"Study 4",9882,"Bl/6","F",2022-04-08,14,"21.9"
"Study 4",9882,"Bl/6","F",2022-04-08,15,"21.9"
"Study 4",9882,"Bl/6","F",2022-04-08,16,"22.2"
"Study 4",9882,"Bl/6","F",2022-04-08,17,"22.4"
"Study 4",9882,"Bl/6","F",2022-04-08,18,"19.8"
"Study 4",9883,"Bl/6","F",2022-04-08,0,"17.7"
"Study 4",9883,"Bl/6","F",2022-04-08,8,"18.7"
"Study 4",9883,"Bl/6","F",2022-04-08,13,"19.3"
"Study 4",9883,"Bl/6","F",2022-04-08,14,"19.5"
"Study 4",9883,"Bl/6","F",2022-04-08,15,"19.6"
"Study 4",9883,"Bl/6","F",2022-04-08,16,"20"
"Study 4",9883,"Bl/6","F",2022-04-08,17,"20.5"
"Study 4",9883,"Bl/6","F",2022-04-08,18,"18.100000000000001"
"Study 4",9884,"Bl/6","F",2022-04-08,0,"16.7"
"Study 4",9884,"Bl/6","F",2022-04-08,8,"17.2"
"Study 4",9884,"Bl/6","F",2022-04-08,13,"18.5"
"Study 4",9884,"Bl/6","F",2022-04-08,14,"19.2"
"Study 4",9884,"Bl/6","F",2022-04-08,15,"19.2"
"Study 4",9884,"Bl/6","F",2022-04-08,16,"20.1"
"Study 4",9884,"Bl/6","F",2022-04-08,17,"20.3"
"Study 4",9884,"Bl/6","F",2022-04-08,18,"18.399999999999999"
"Study 4",9885,"Bl/6","F",2022-04-08,0,"17.7"
"Study 4",9885,"Bl/6","F",2022-04-08,8,"18.7"
"Study 4",9885,"Bl/6","F",2022-04-08,13,"20.2"
"Study 4",9885,"Bl/6","F",2022-04-08,14,"19.7"
"Study 4",9885,"Bl/6","F",2022-04-08,15,"19.7"
"Study 4",9885,"Bl/6","F",2022-04-08,16,"19.9"
"Study 4",9885,"Bl/6","F",2022-04-08,17,"19.9"
"Study 4",9885,"Bl/6","F",2022-04-08,18,"18"
"Study 4",9886,"Bl/6","F",2022-04-08,0,"18.1"
"Study 4",9886,"Bl/6","F",2022-04-08,8,"18"
"Study 4",9886,"Bl/6","F",2022-04-08,13,"19.2"
"Study 4",9886,"Bl/6","F",2022-04-08,14,"19.4"
"Study 4",9886,"Bl/6","F",2022-04-08,15,"18.4"
"Study 4",9886,"Bl/6","F",2022-04-08,16,"18.2"
"Study 4",9886,"Bl/6","F",2022-04-08,17,"19"
"Study 4",9886,"Bl/6","F",2022-04-08,18,"19.3"
"Study 4",9887,"Bl/6","F",2022-04-08,0,"16.8"
"Study 4",9887,"Bl/6","F",2022-04-08,8,"17.8"
"Study 4",9887,"Bl/6","F",2022-04-08,13,"19.8"
"Study 4",9887,"Bl/6","F",2022-04-08,14,"20.3"
"Study 4",9887,"Bl/6","F",2022-04-08,15,"19.8"
"Study 4",9887,"Bl/6","F",2022-04-08,16,"19.2"
"Study 4",9887,"Bl/6","F",2022-04-08,17,"19.8"
"Study 4",9887,"Bl/6","F",2022-04-08,18,"18.600000000000001"
"Study 4",9888,"Bl/6","F",2022-04-08,0,"16.1"
"Study 4",9888,"Bl/6","F",2022-04-08,8,"17.2"
"Study 4",9888,"Bl/6","F",2022-04-08,13,"18.7"
"Study 4",9888,"Bl/6","F",2022-04-08,14,"18.9"
"Study 4",9888,"Bl/6","F",2022-04-08,15,"19.2"
"Study 4",9888,"Bl/6","F",2022-04-08,16,"19.2"
"Study 4",9888,"Bl/6","F",2022-04-08,17,"19"
"Study 4",9888,"Bl/6","F",2022-04-08,18,"19.3"
"Study 4",9889,"Bl/6","F",2022-04-08,0,"17.4"
"Study 4",9889,"Bl/6","F",2022-04-08,8,"18.3"
"Study 4",9889,"Bl/6","F",2022-04-08,13,"20"
"Study 4",9889,"Bl/6","F",2022-04-08,14,"20.4"
"Study 4",9889,"Bl/6","F",2022-04-08,15,"20.7"
"Study 4",9889,"Bl/6","F",2022-04-08,16,"20.6"
"Study 4",9889,"Bl/6","F",2022-04-08,17,"17.6"
"Study 4",9889,"Bl/6","F",2022-04-08,18,"16.8"
"Study 4",9890,"Bl/6","F",2022-04-08,0,"17.8"
"Study 4",9890,"Bl/6","F",2022-04-08,8,"19"
"Study 4",9890,"Bl/6","F",2022-04-08,13,"21.2"
"Study 4",9890,"Bl/6","F",2022-04-08,14,"21.8"
"Study 4",9890,"Bl/6","F",2022-04-08,15,"21.8"
"Study 4",9890,"Bl/6","F",2022-04-08,16,"21.4"
"Study 4",9890,"Bl/6","F",2022-04-08,17,"21.8"
"Study 4",9890,"Bl/6","F",2022-04-08,18,"20.5"
"Study 5",9939,"Bl/6","F",2022-04-22,0,"16.9"
"Study 5",9939,"Bl/6","F",2022-04-22,8,"17.6"
"Study 5",9939,"Bl/6","F",2022-04-22,13,"17.7"
"Study 5",9939,"Bl/6","F",2022-04-22,14,"18.3"
"Study 5",9939,"Bl/6","F",2022-04-22,15,"18.2"
"Study 5",9939,"Bl/6","F",2022-04-22,16,"18.1"
"Study 5",9939,"Bl/6","F",2022-04-22,17,"16"
"Study 5",9939,"Bl/6","F",2022-04-22,18,"14.9"
"Study 5",9940,"Bl/6","F",2022-04-22,0,"16.7"
"Study 5",9940,"Bl/6","F",2022-04-22,8,"16.8"
"Study 5",9940,"Bl/6","F",2022-04-22,13,"17.8"
"Study 5",9940,"Bl/6","F",2022-04-22,14,"18.2"
"Study 5",9940,"Bl/6","F",2022-04-22,15,"18.4"
"Study 5",9940,"Bl/6","F",2022-04-22,16,"18.3"
"Study 5",9940,"Bl/6","F",2022-04-22,17,"14.8"
"Study 5",9940,"Bl/6","F",2022-04-22,18,"-"
"Study 5",9941,"Bl/6","F",2022-04-22,0,"18"
"Study 5",9941,"Bl/6","F",2022-04-22,8,"18.8"
"Study 5",9941,"Bl/6","F",2022-04-22,13,"19.1"
"Study 5",9941,"Bl/6","F",2022-04-22,14,"19.5"
"Study 5",9941,"Bl/6","F",2022-04-22,15,"19.2"
"Study 5",9941,"Bl/6","F",2022-04-22,16,"19.6"
"Study 5",9941,"Bl/6","F",2022-04-22,17,"17.3"
"Study 5",9941,"Bl/6","F",2022-04-22,18,"18.2"
"Study 5",9942,"Bl/6","F",2022-04-22,0,"18"
"Study 5",9942,"Bl/6","F",2022-04-22,8,"17.9"
"Study 5",9942,"Bl/6","F",2022-04-22,13,"18.1"
"Study 5",9942,"Bl/6","F",2022-04-22,14,"19.1"
"Study 5",9942,"Bl/6","F",2022-04-22,15,"18.8"
"Study 5",9942,"Bl/6","F",2022-04-22,16,"18.6"
"Study 5",9942,"Bl/6","F",2022-04-22,17,"16.2"
"Study 5",9942,"Bl/6","F",2022-04-22,18,"-"
"Study 5",9943,"Bl/6","F",2022-04-22,0,"15.1"
"Study 5",9943,"Bl/6","F",2022-04-22,8,"15.7"
"Study 5",9943,"Bl/6","F",2022-04-22,13,"15.8"
"Study 5",9943,"Bl/6","F",2022-04-22,14,"16.4"
"Study 5",9943,"Bl/6","F",2022-04-22,15,"16.2"
"Study 5",9943,"Bl/6","F",2022-04-22,16,"16.5"
"Study 5",9943,"Bl/6","F",2022-04-22,17,"14.6"
"Study 5",9943,"Bl/6","F",2022-04-22,18,"13.6"
"Study 5",9944,"Bl/6","F",2022-04-22,0,"16.5"
"Study 5",9944,"Bl/6","F",2022-04-22,8,"16.9"
"Study 5",9944,"Bl/6","F",2022-04-22,13,"17.6"
"Study 5",9944,"Bl/6","F",2022-04-22,14,"18"
"Study 5",9944,"Bl/6","F",2022-04-22,15,"17.9"
"Study 5",9944,"Bl/6","F",2022-04-22,16,"18.4"
"Study 5",9944,"Bl/6","F",2022-04-22,17,"16.8"
"Study 5",9944,"Bl/6","F",2022-04-22,18,"-"
"Study 5",9945,"Bl/6","F",2022-04-22,0,"16.9"
"Study 5",9945,"Bl/6","F",2022-04-22,8,"16.7"
"Study 5",9945,"Bl/6","F",2022-04-22,13,"18.3"
"Study 5",9945,"Bl/6","F",2022-04-22,14,"18.1"
"Study 5",9945,"Bl/6","F",2022-04-22,15,"18"
"Study 5",9945,"Bl/6","F",2022-04-22,16,"18"
"Study 5",9945,"Bl/6","F",2022-04-22,17,"18.5"
"Study 5",9945,"Bl/6","F",2022-04-22,18,"15.9"
"Study 5",9946,"Bl/6","F",2022-04-22,0,"17.8"
"Study 5",9946,"Bl/6","F",2022-04-22,8,"18.3"
"Study 5",9946,"Bl/6","F",2022-04-22,13,"19"
"Study 5",9946,"Bl/6","F",2022-04-22,14,"19.3"
"Study 5",9946,"Bl/6","F",2022-04-22,15,"19.2"
"Study 5",9946,"Bl/6","F",2022-04-22,16,"18.9"
"Study 5",9946,"Bl/6","F",2022-04-22,17,"18.5"
"Study 5",9946,"Bl/6","F",2022-04-22,18,"16.8"
"Study 5",9947,"Bl/6","F",2022-04-22,0,"15.3"
"Study 5",9947,"Bl/6","F",2022-04-22,8,"16.2"
"Study 5",9947,"Bl/6","F",2022-04-22,13,"16.4"
"Study 5",9947,"Bl/6","F",2022-04-22,14,"15.8"
"Study 5",9947,"Bl/6","F",2022-04-22,15,"15.8"
"Study 5",9947,"Bl/6","F",2022-04-22,16,"16"
"Study 5",9947,"Bl/6","F",2022-04-22,17,"16.9"
"Study 5",9947,"Bl/6","F",2022-04-22,18,"14.4"
"Study 5",9948,"Bl/6","F",2022-04-22,0,"18.7"
"Study 5",9948,"Bl/6","F",2022-04-22,8,"18.3"
"Study 5",9948,"Bl/6","F",2022-04-22,13,"19.8"
"Study 5",9948,"Bl/6","F",2022-04-22,14,"19.9"
"Study 5",9948,"Bl/6","F",2022-04-22,15,"19.9"
"Study 5",9948,"Bl/6","F",2022-04-22,16,"20.2"
"Study 5",9948,"Bl/6","F",2022-04-22,17,"20.1"
"Study 5",9948,"Bl/6","F",2022-04-22,18,"17"
"Study 5",9949,"Bl/6","F",2022-04-22,0,"17.9"
"Study 5",9949,"Bl/6","F",2022-04-22,8,"19.4"
"Study 5",9949,"Bl/6","F",2022-04-22,13,"19.5"
"Study 5",9949,"Bl/6","F",2022-04-22,14,"19"
"Study 5",9949,"Bl/6","F",2022-04-22,15,"19.7"
"Study 5",9949,"Bl/6","F",2022-04-22,16,"20.1"
"Study 5",9949,"Bl/6","F",2022-04-22,17,"19.6"
"Study 5",9949,"Bl/6","F",2022-04-22,18,"18.600000000000001"
"Study 5",9950,"Bl/6","F",2022-04-22,0,"19.7"
"Study 5",9950,"Bl/6","F",2022-04-22,8,"22.3"
"Study 5",9950,"Bl/6","F",2022-04-22,13,"22.8"
"Study 5",9950,"Bl/6","F",2022-04-22,14,"22.5"
"Study 5",9950,"Bl/6","F",2022-04-22,15,"22.9"
"Study 5",9950,"Bl/6","F",2022-04-22,16,"23"
"Study 5",9950,"Bl/6","F",2022-04-22,17,"22.8"
"Study 5",9950,"Bl/6","F",2022-04-22,18,"21.8"
"Study 5",9951,"Bl/6","F",2022-04-22,0,"15.4"
"Study 5",9951,"Bl/6","F",2022-04-22,8,"16.5"
"Study 5",9951,"Bl/6","F",2022-04-22,13,"17.4"
"Study 5",9951,"Bl/6","F",2022-04-22,14,"17.9"
"Study 5",9951,"Bl/6","F",2022-04-22,15,"17.6"
"Study 5",9951,"Bl/6","F",2022-04-22,16,"17.7"
"Study 5",9951,"Bl/6","F",2022-04-22,17,"16.5"
"Study 5",9951,"Bl/6","F",2022-04-22,18,"-"
"Study 5",9952,"Bl/6","F",2022-04-22,0,"17.9"
"Study 5",9952,"Bl/6","F",2022-04-22,8,"19.6"
"Study 5",9952,"Bl/6","F",2022-04-22,13,"20"
"Study 5",9952,"Bl/6","F",2022-04-22,14,"20.1"
"Study 5",9952,"Bl/6","F",2022-04-22,15,"20.4"
"Study 5",9952,"Bl/6","F",2022-04-22,16,"20.6"
"Study 5",9952,"Bl/6","F",2022-04-22,17,"20"
"Study 5",9952,"Bl/6","F",2022-04-22,18,"20.100000000000001"
"Study 5",9953,"Bl/6","F",2022-04-22,0,"16.5"
"Study 5",9953,"Bl/6","F",2022-04-22,8,"17.4"
"Study 5",9953,"Bl/6","F",2022-04-22,13,"18.9"
"Study 5",9953,"Bl/6","F",2022-04-22,14,"19.4"
"Study 5",9953,"Bl/6","F",2022-04-22,15,"19.8"
"Study 5",9953,"Bl/6","F",2022-04-22,16,"20.2"
"Study 5",9953,"Bl/6","F",2022-04-22,17,"20.2"
"Study 5",9953,"Bl/6","F",2022-04-22,18,"20.399999999999999"
"Study 6",9961,"Bl/6","F",2022-05-06,0,"16.7"
"Study 6",9961,"Bl/6","F",2022-05-06,8,"17"
"Study 6",9961,"Bl/6","F",2022-05-06,13,"17.8"
"Study 6",9961,"Bl/6","F",2022-05-06,14,"18"
"Study 6",9961,"Bl/6","F",2022-05-06,15,"18.4"
"Study 6",9961,"Bl/6","F",2022-05-06,16,"16.8"
"Study 6",9961,"Bl/6","F",2022-05-06,17,"15.2"
"Study 6",9961,"Bl/6","F",2022-05-06,18,"-"
"Study 6",9962,"Bl/6","F",2022-05-06,0,"20.3"
"Study 6",9962,"Bl/6","F",2022-05-06,8,"20.7"
"Study 6",9962,"Bl/6","F",2022-05-06,13,"21.6"
"Study 6",9962,"Bl/6","F",2022-05-06,14,"21.7"
"Study 6",9962,"Bl/6","F",2022-05-06,15,"21.6"
"Study 6",9962,"Bl/6","F",2022-05-06,16,"21.6"
"Study 6",9962,"Bl/6","F",2022-05-06,17,"21"
"Study 6",9962,"Bl/6","F",2022-05-06,18,"22.4"
"Study 6",9963,"Bl/6","F",2022-05-06,0,"16"
"Study 6",9963,"Bl/6","F",2022-05-06,8,"16.4"
"Study 6",9963,"Bl/6","F",2022-05-06,13,"17.4"
"Study 6",9963,"Bl/6","F",2022-05-06,14,"17"
"Study 6",9963,"Bl/6","F",2022-05-06,15,"16.9"
"Study 6",9963,"Bl/6","F",2022-05-06,16,"14.9"
"Study 6",9963,"Bl/6","F",2022-05-06,17,"13.7"
"Study 6",9963,"Bl/6","F",2022-05-06,18,"13"
"Study 6",9964,"Bl/6","F",2022-05-06,0,"17.2"
"Study 6",9964,"Bl/6","F",2022-05-06,8,"17.6"
"Study 6",9964,"Bl/6","F",2022-05-06,13,"18.3"
"Study 6",9964,"Bl/6","F",2022-05-06,14,"18.6"
"Study 6",9964,"Bl/6","F",2022-05-06,15,"18.4"
"Study 6",9964,"Bl/6","F",2022-05-06,16,"17.3"
"Study 6",9964,"Bl/6","F",2022-05-06,17,"15.9"
"Study 6",9964,"Bl/6","F",2022-05-06,18,"15.1"
"Study 6",9965,"Bl/6","F",2022-05-06,0,"18.7"
"Study 6",9965,"Bl/6","F",2022-05-06,8,"18.6"
"Study 6",9965,"Bl/6","F",2022-05-06,13,"19.4"
"Study 6",9965,"Bl/6","F",2022-05-06,14,"19.8"
"Study 6",9965,"Bl/6","F",2022-05-06,15,"20.1"
"Study 6",9965,"Bl/6","F",2022-05-06,16,"17.5"
"Study 6",9965,"Bl/6","F",2022-05-06,17,"16"
"Study 6",9965,"Bl/6","F",2022-05-06,18,"15.3"
"Study 6",9966,"Bl/6","F",2022-05-06,0,"16.8"
"Study 6",9966,"Bl/6","F",2022-05-06,8,"17.7"
"Study 6",9966,"Bl/6","F",2022-05-06,13,"18.9"
"Study 6",9966,"Bl/6","F",2022-05-06,14,"18.7"
"Study 6",9966,"Bl/6","F",2022-05-06,15,"18.7"
"Study 6",9966,"Bl/6","F",2022-05-06,16,"19.3"
"Study 6",9966,"Bl/6","F",2022-05-06,17,"19.5"
"Study 6",9966,"Bl/6","F",2022-05-06,18,"19.600000000000001"
"Study 6",9967,"Bl/6","F",2022-05-06,0,"17.3"
"Study 6",9967,"Bl/6","F",2022-05-06,8,"17.6"
"Study 6",9967,"Bl/6","F",2022-05-06,13,"19.8"
"Study 6",9967,"Bl/6","F",2022-05-06,14,"19.4"
"Study 6",9967,"Bl/6","F",2022-05-06,15,"19.7"
"Study 6",9967,"Bl/6","F",2022-05-06,16,"19.9"
"Study 6",9967,"Bl/6","F",2022-05-06,17,"18"
"Study 6",9967,"Bl/6","F",2022-05-06,18,"-"
"Study 6",9968,"Bl/6","F",2022-05-06,0,"19.3"
"Study 6",9968,"Bl/6","F",2022-05-06,8,"19.6"
"Study 6",9968,"Bl/6","F",2022-05-06,13,"21.1"
"Study 6",9968,"Bl/6","F",2022-05-06,14,"20.9"
"Study 6",9968,"Bl/6","F",2022-05-06,15,"20.7"
"Study 6",9968,"Bl/6","F",2022-05-06,16,"21.7"
"Study 6",9968,"Bl/6","F",2022-05-06,17,"21.4"
"Study 6",9968,"Bl/6","F",2022-05-06,18,"18.899999999999999"
"Study 6",9969,"Bl/6","F",2022-05-06,0,"16.9"
"Study 6",9969,"Bl/6","F",2022-05-06,8,"17"
"Study 6",9969,"Bl/6","F",2022-05-06,13,"18.2"
"Study 6",9969,"Bl/6","F",2022-05-06,14,"19.1"
"Study 6",9969,"Bl/6","F",2022-05-06,15,"19.7"
"Study 6",9969,"Bl/6","F",2022-05-06,16,"20.1"
"Study 6",9969,"Bl/6","F",2022-05-06,17,"20"
"Study 6",9969,"Bl/6","F",2022-05-06,18,"18.100000000000001"
"Study 6",9970,"Bl/6","F",2022-05-06,0,"17.6"
"Study 6",9970,"Bl/6","F",2022-05-06,8,"17.7"
"Study 6",9970,"Bl/6","F",2022-05-06,13,"18.7"
"Study 6",9970,"Bl/6","F",2022-05-06,14,"19.3"
"Study 6",9970,"Bl/6","F",2022-05-06,15,"19.5"
"Study 6",9970,"Bl/6","F",2022-05-06,16,"20"
"Study 6",9970,"Bl/6","F",2022-05-06,17,"20.4"
"Study 6",9970,"Bl/6","F",2022-05-06,18,"18.2"
"Study 6",9971,"Bl/6","F",2022-05-06,0,"17.3"
"Study 6",9971,"Bl/6","F",2022-05-06,8,"20"
"Study 6",9971,"Bl/6","F",2022-05-06,13,"22.4"
"Study 6",9971,"Bl/6","F",2022-05-06,14,"22.3"
"Study 6",9971,"Bl/6","F",2022-05-06,15,"22.4"
"Study 6",9971,"Bl/6","F",2022-05-06,16,"22.4"
"Study 6",9971,"Bl/6","F",2022-05-06,17,"22.2"
"Study 6",9971,"Bl/6","F",2022-05-06,18,"22.8"
"Study 6",9972,"Bl/6","F",2022-05-06,0,"18.2"
"Study 6",9972,"Bl/6","F",2022-05-06,8,"19.2"
"Study 6",9972,"Bl/6","F",2022-05-06,13,"20.1"
"Study 6",9972,"Bl/6","F",2022-05-06,14,"19.8"
"Study 6",9972,"Bl/6","F",2022-05-06,15,"19.8"
"Study 6",9972,"Bl/6","F",2022-05-06,16,"20.6"
"Study 6",9972,"Bl/6","F",2022-05-06,17,"21.1"
"Study 6",9972,"Bl/6","F",2022-05-06,18,"21.3"
"Study 6",9973,"Bl/6","F",2022-05-06,0,"16.7"
"Study 6",9973,"Bl/6","F",2022-05-06,8,"17.5"
"Study 6",9973,"Bl/6","F",2022-05-06,13,"18.2"
"Study 6",9973,"Bl/6","F",2022-05-06,14,"17.9"
"Study 6",9973,"Bl/6","F",2022-05-06,15,"17.9"
"Study 6",9973,"Bl/6","F",2022-05-06,16,"18.4"
"Study 6",9973,"Bl/6","F",2022-05-06,17,"18.3"
"Study 6",9973,"Bl/6","F",2022-05-06,18,"18.600000000000001"
"Study 6",9974,"Bl/6","F",2022-05-06,0,"18.5"
"Study 6",9974,"Bl/6","F",2022-05-06,8,"19"
"Study 6",9974,"Bl/6","F",2022-05-06,13,"20.3"
"Study 6",9974,"Bl/6","F",2022-05-06,14,"20.4"
"Study 6",9974,"Bl/6","F",2022-05-06,15,"20.2"
"Study 6",9974,"Bl/6","F",2022-05-06,16,"20.8"
"Study 6",9974,"Bl/6","F",2022-05-06,17,"21.2"
"Study 6",9974,"Bl/6","F",2022-05-06,18,"21.8"
"Study 6",9975,"Bl/6","F",2022-05-06,0,"18.5"
"Study 6",9975,"Bl/6","F",2022-05-06,8,"19"
"Study 6",9975,"Bl/6","F",2022-05-06,13,"20"
"Study 6",9975,"Bl/6","F",2022-05-06,14,"20.2"
"Study 6",9975,"Bl/6","F",2022-05-06,15,"20.1"
"Study 6",9975,"Bl/6","F",2022-05-06,16,"20.8"
"Study 6",9975,"Bl/6","F",2022-05-06,17,"21.1"
"Study 6",9975,"Bl/6","F",2022-05-06,18,"21.6"
"Study 7",98,"Bl/6","F",2022-06-10,0,"17.1"
"Study 7",98,"Bl/6","F",2022-06-10,8,"17.5"
"Study 7",98,"Bl/6","F",2022-06-10,13,"18.4"
"Study 7",98,"Bl/6","F",2022-06-10,14,NA
"Study 7",98,"Bl/6","F",2022-06-10,15,"18.8"
"Study 7",98,"Bl/6","F",2022-06-10,16,"18.9"
"Study 7",98,"Bl/6","F",2022-06-10,17,"17.2"
"Study 7",98,"Bl/6","F",2022-06-10,18,"15.2"
"Study 7",99,"Bl/6","F",2022-06-10,0,"17.5"
"Study 7",99,"Bl/6","F",2022-06-10,8,"18.9"
"Study 7",99,"Bl/6","F",2022-06-10,13,"20.1"
"Study 7",99,"Bl/6","F",2022-06-10,14,NA
"Study 7",99,"Bl/6","F",2022-06-10,15,"20.3"
"Study 7",99,"Bl/6","F",2022-06-10,16,"20.3"
"Study 7",99,"Bl/6","F",2022-06-10,17,"19"
"Study 7",99,"Bl/6","F",2022-06-10,18,"17.100000000000001"
"Study 7",100,"Bl/6","F",2022-06-10,0,"17.3"
"Study 7",100,"Bl/6","F",2022-06-10,8,"17.9"
"Study 7",100,"Bl/6","F",2022-06-10,13,"18.1"
"Study 7",100,"Bl/6","F",2022-06-10,14,NA
"Study 7",100,"Bl/6","F",2022-06-10,15,"18.6"
"Study 7",100,"Bl/6","F",2022-06-10,16,"18.7"
"Study 7",100,"Bl/6","F",2022-06-10,17,"16.8"
"Study 7",100,"Bl/6","F",2022-06-10,18,"-"
"Study 7",101,"Bl/6","F",2022-06-10,0,"19.4"
"Study 7",101,"Bl/6","F",2022-06-10,8,"20.8"
"Study 7",101,"Bl/6","F",2022-06-10,13,"21.7"
"Study 7",101,"Bl/6","F",2022-06-10,14,NA
"Study 7",101,"Bl/6","F",2022-06-10,15,"21.7"
"Study 7",101,"Bl/6","F",2022-06-10,16,"21.7"
"Study 7",101,"Bl/6","F",2022-06-10,17,"19.8"
"Study 7",101,"Bl/6","F",2022-06-10,18,"-"
"Study 7",102,"Bl/6","F",2022-06-10,0,"16.4"
"Study 7",102,"Bl/6","F",2022-06-10,8,"17.7"
"Study 7",102,"Bl/6","F",2022-06-10,13,"18.7"
"Study 7",102,"Bl/6","F",2022-06-10,14,NA
"Study 7",102,"Bl/6","F",2022-06-10,15,"18.9"
"Study 7",102,"Bl/6","F",2022-06-10,16,"18.7"
"Study 7",102,"Bl/6","F",2022-06-10,17,"16"
"Study 7",102,"Bl/6","F",2022-06-10,18,"15.5"
"Study 7",103,"Bl/6","F",2022-06-10,0,"16.9"
"Study 7",103,"Bl/6","F",2022-06-10,8,"17.8"
"Study 7",103,"Bl/6","F",2022-06-10,13,"19.1"
"Study 7",103,"Bl/6","F",2022-06-10,14,NA
"Study 7",103,"Bl/6","F",2022-06-10,15,"19.2"
"Study 7",103,"Bl/6","F",2022-06-10,16,"19.1"
"Study 7",103,"Bl/6","F",2022-06-10,17,"17.1"
"Study 7",103,"Bl/6","F",2022-06-10,18,"15.7"
"Study 7",104,"Bl/6","F",2022-06-10,0,"15.8"
"Study 7",104,"Bl/6","F",2022-06-10,8,"17.7"
"Study 7",104,"Bl/6","F",2022-06-10,13,"18.3"
"Study 7",104,"Bl/6","F",2022-06-10,14,NA
"Study 7",104,"Bl/6","F",2022-06-10,15,"18.5"
"Study 7",104,"Bl/6","F",2022-06-10,16,"18.4"
"Study 7",104,"Bl/6","F",2022-06-10,17,"16"
"Study 7",104,"Bl/6","F",2022-06-10,18,"15.3"
"Study 7",105,"Bl/6","F",2022-06-10,0,"17.8"
"Study 7",105,"Bl/6","F",2022-06-10,8,"18.2"
"Study 7",105,"Bl/6","F",2022-06-10,13,"18.9"
"Study 7",105,"Bl/6","F",2022-06-10,14,NA
"Study 7",105,"Bl/6","F",2022-06-10,15,"19"
"Study 7",105,"Bl/6","F",2022-06-10,16,"18.9"
"Study 7",105,"Bl/6","F",2022-06-10,17,"16.9"
"Study 7",105,"Bl/6","F",2022-06-10,18,"16.899999999999999"
"Study 7",106,"Bl/6","F",2022-06-10,0,"18.4"
"Study 7",106,"Bl/6","F",2022-06-10,8,"17.9"
"Study 7",106,"Bl/6","F",2022-06-10,13,"19"
"Study 7",106,"Bl/6","F",2022-06-10,14,NA
"Study 7",106,"Bl/6","F",2022-06-10,15,"19.8"
"Study 7",106,"Bl/6","F",2022-06-10,16,"20.1"
"Study 7",106,"Bl/6","F",2022-06-10,17,"20.5"
"Study 7",106,"Bl/6","F",2022-06-10,18,"20.8"
"Study 7",107,"Bl/6","F",2022-06-10,0,"15.9"
"Study 7",107,"Bl/6","F",2022-06-10,8,"16.2"
"Study 7",107,"Bl/6","F",2022-06-10,13,"18"
"Study 7",107,"Bl/6","F",2022-06-10,14,NA
"Study 7",107,"Bl/6","F",2022-06-10,15,"18"
"Study 7",107,"Bl/6","F",2022-06-10,16,"18.2"
"Study 7",107,"Bl/6","F",2022-06-10,17,"16"
"Study 7",107,"Bl/6","F",2022-06-10,18,"15.2"
"Study 7",108,"Bl/6","F",2022-06-10,0,"17.7"
"Study 7",108,"Bl/6","F",2022-06-10,8,"17.3"
"Study 7",108,"Bl/6","F",2022-06-10,13,"18.4"
"Study 7",108,"Bl/6","F",2022-06-10,14,NA
"Study 7",108,"Bl/6","F",2022-06-10,15,"18.8"
"Study 7",108,"Bl/6","F",2022-06-10,16,"18.8"
"Study 7",108,"Bl/6","F",2022-06-10,17,"18.8"
"Study 7",108,"Bl/6","F",2022-06-10,18,"18.899999999999999"
